"lsoa01","access01","access11","access01_exp","access11_exp"
"E01018062",24870,30457,1310.51376039829,1822.83999023112
"E01018063",32536,39323,4573.48999925737,5549.85915907281
"E01018064",105740,118831,1608.65207837409,1585.81255427132
"E01018065",23940,28210,619.03287428122,721.195091865415
"E01018066",30672,37571,547.570995674575,674.204359229511
"E01018067",31538,38689,872.932882888572,1111.0701842373
"E01018068",31024,38127,319.973331588745,389.480704176705
"E01018069",33422,40145,3491.16892436465,4053.62788822703
"E01018070",31349,37829,4740.26252545047,5581.58569780397
"E01018071",33034,39966,4317.34677094933,5169.3011294883
"E01018072",108903,122845,1340.46830214236,1468.86664692406
"E01018073",30793,37179,2683.80441152437,3244.75729103859
"E01018074",108665,122555,1386.28751260098,1474.26530306995
"E01018075",108253,121972,1421.09729691645,1485.6513331082
"E01018076",27923,34700,349.976352485439,368.974336025106
"E01018077",31162,38104,2698.9651405869,3253.65993543653
"E01018078",30924,37768,1658.89335631723,2052.37342860806
"E01018079",29236,35675,1725.24988120124,2121.46707485359
"E01018080",31021,37906,2053.60963090056,2567.861209342
"E01018081",34306,41050,3213.35840529387,4322.28993557984
"E01018082",32997,40032,2974.61162731492,3844.2845933302
"E01018083",32997,40032,2883.43547950773,3796.09602760773
"E01018084",31091,38075,1863.34622482189,2492.80229810099
"E01018085",29551,35728,1705.11802394782,2140.89038459572
"E01018086",32938,39235,2203.38235208164,2758.69602582865
"E01018087",30955,37498,2775.30090693583,3522.1591943121
"E01018088",28535,34485,1461.08687799046,1843.69646657102
"E01018089",31917,38576,6897.74368290181,8408.03535678331
"E01018090",28794,35181,263.185613279555,358.230730777838
"E01018091",33039,39318,396.375105338603,519.992453555499
"E01018092",28849,35319,372.273348978269,498.032300654811
"E01018093",32892,39915,4068.54166800161,4885.12795342468
"E01018094",31311,38141,916.759359155605,1125.2661590825
"E01018095",30903,37601,417.195073549643,485.525639556838
"E01018096",33573,40679,1742.79852337084,2057.16689202241
"E01018097",29547,35333,241.367865160924,304.957803297972
"E01018098",105383,118225,1750.02841104561,1664.92038114879
"E01018099",103291,115518,1818.07942648382,1610.27630769304
"E01018100",106670,119972,1831.18721323758,1848.70784944244
"E01018101",106956,120382,1734.86181987923,1707.07825352852
"E01018102",23855,28464,1621.41681670782,1814.09559315121
"E01018103",31960,38663,2599.79563851462,3136.75616070044
"E01018104",32675,39384,3088.16240908953,3714.32817081765
"E01018105",27537,33810,1314.56607684149,1638.99572832542
"E01018106",28452,35417,1057.36533430443,1304.30393012508
"E01018107",30899,37335,2666.04394341878,3306.62271903636
"E01018108",30899,37335,2299.58932994277,2841.53706489696
"E01018109",31180,37654,2365.38183373886,2896.91350255267
"E01018110",27883,34851,1398.25145673796,1738.89273835206
"E01018111",19842,24508,547.961835976671,848.082862006225
"E01018112",59239,65732,4055.35340742357,3319.06338331726
"E01018113",52645,56897,1297.28601486768,1853.01430557634
"E01018114",52193,56603,1438.43715688325,2741.29292599625
"E01018115",52840,58452,721.856178475092,1160.95138804288
"E01018116",62903,73676,1537.11727802178,1505.20411220206
"E01018117",63303,74000,1663.51972489383,1747.73650344422
"E01018118",63337,74207,1110.16951225473,1199.66475071245
"E01018119",63601,74137,437.254563122794,595.747164430786
"E01018120",62209,72172,520.459837196823,693.175549308141
"E01018121",66403,74264.44,812.894859698775,1854.47861149171
"E01018122",66800,74663.44,723.909934025024,1561.6798731563
"E01018123",51790,57286,706.822475325418,665.216968512541
"E01018124",60642,67095,568.205519480714,589.90211133428
"E01018125",53446,58045,342.518510778901,519.326049942458
"E01018126",34581,39973,1181.62704600083,1750.52161717542
"E01018127",103910,116774,842.985308644777,1085.57226699122
"E01018128",109715,123142,526.467904138612,506.627479453565
"E01018129",67421,76129,1233.33682998046,1416.59267472133
"E01018130",67516,76790,716.36427693729,821.27029249842
"E01018131",68134,77800,2599.00062999247,2827.16132448744
"E01018132",68469,78146,3525.46721795783,3951.28034193439
"E01018133",67906,77316,2451.54804517859,2587.89500585241
"E01018134",67624,77060,1975.49043103325,2126.67364215435
"E01018135",71321,82327,482.512579318413,669.280693351536
"E01018136",49067,57670,702.539957352682,891.933843863728
"E01018137",64334,75263,323.564297440416,435.646760896664
"E01018138",65654,75640,6783.0799899993,7390.70072737078
"E01018139",61294,69538,3389.85370705978,3541.42423590818
"E01018140",61334,69747,3821.33348711649,4091.21369391183
"E01018141",60930,69245,2742.16882515094,2868.32070940078
"E01018142",63680,72161,4275.37376027381,4659.99312453968
"E01018143",64034,72737,6288.00141397737,6858.21112297022
"E01018144",61629,70131,4824.70466920344,5199.1946905712
"E01018145",63680,72161,5907.81628758124,6276.32128896097
"E01018146",60597,66261,4940.73803837566,4963.77647004804
"E01018147",61453,69781,4422.78655587943,4663.33561157182
"E01018148",66381,77187,5030.55759334815,5635.19431128133
"E01018149",66921,77747,6206.17797637963,6579.00155256345
"E01018150",67424,78255,7749.22404794138,8129.2460400859
"E01018151",66483,76716,9628.04843970335,10435.1263146181
"E01018152",66132,74712,534.682168813867,568.86066157995
"E01018153",57458,66805,1025.09018168488,1173.6582437909
"E01018154",60151,71318,1452.04769723784,1265.35625766298
"E01018155",63348,72254,1340.79873882564,1151.42317499544
"E01018156",43695,49509,679.912136948341,748.612466326454
"E01018157",99728,109727,522.924251484268,538.269146068435
"E01018158",56579,63540,1317.55726437919,1316.44034367837
"E01018159",58063,65416,1145.59449273825,1259.74381086866
"E01018160",56734,63732,1035.64044085701,1120.31800442256
"E01018161",60149,68435,2133.12133313037,2591.78794097376
"E01018162",60642,69107,2222.44940218997,2765.2302426932
"E01018163",62511,71184,3267.97875887793,3734.28093468619
"E01018164",61773,70422,2787.49906181032,3284.03512824713
"E01018165",62020,70482,3054.00933490917,3571.53108594161
"E01018166",66287,75361,2878.88704555541,3454.63366654482
"E01018167",63266,71637,2911.59869168147,3432.51616325006
"E01018168",62777,71390,3632.49249192172,4356.10545785641
"E01018169",61561,69589,2938.38216069055,3514.05853073117
"E01018170",59033,66858,2341.78979872957,2806.73366902054
"E01018171",58478,66244,2023.8307448343,2441.16826270647
"E01018172",62221,72679,3135.49181384855,3547.04487167889
"E01018173",62401,73009,2337.16002406668,2862.30008422781
"E01018174",64204,74801,2867.77756457488,3537.46438622922
"E01018175",61078,71906,2310.99565500735,2714.56866554183
"E01018176",66541,75772.44,2646.32531369516,2932.6479050393
"E01018177",75383,86498,3215.47669392933,4538.36578588306
"E01018178",73738,85304,2420.81903154965,3309.65772791014
"E01018179",71288,81386,2420.89404827694,3205.34264218888
"E01018180",68672,78632,2134.80973824546,2745.33709512389
"E01018181",65639,75768,2343.30871946609,2764.37263270302
"E01018182",64888,74738,2457.53725980815,2752.37704617287
"E01018183",60744,70670,3648.20320335642,3556.31022308445
"E01018184",59287,69550,3567.54884297595,3677.39223481152
"E01018185",62859,72804,3731.7187009449,4070.08252275843
"E01018186",62746,72820,3679.05685434434,3942.20368095461
"E01018187",64612,73606.44,4312.72446638733,4491.25181958965
"E01018188",63541,72518.44,3318.57677411671,3130.08116480445
"E01018189",62709,73312,2270.332364842,2210.99959171899
"E01018190",63247,72119.44,3498.46445882967,3630.49103230941
"E01018191",70282,78318,633.318224869561,743.042738814633
"E01018192",62280,68907,507.747499515592,507.379466576747
"E01018193",71814,80333,593.577129393544,747.905952517194
"E01018194",89839,100447,768.187352757343,764.308256134806
"E01018195",70282,78318,698.295127365901,852.490737018772
"E01018196",56631,62938,473.674795604467,615.383069561514
"E01018197",57886,61497.44,633.205723989132,708.735202028778
"E01018198",58947,63134.44,675.469561660608,746.460206657956
"E01018199",54800,59371,702.884395317499,741.514987464722
"E01018200",107203,119558,479.119078320268,685.165956226539
"E01018201",104927,118533.56,362.371772964185,430.071100563016
"E01018202",65339,73506,813.483630326898,1040.99805884875
"E01018203",63621,71993,1268.84569507853,1520.1055969116
"E01018204",71618,81823,397.075071856843,380.039854501397
"E01018205",60213,68249,1128.84894161434,1246.85487816593
"E01018206",55742,62036,3850.95754219012,1999.10768341921
"E01018207",56261,62508,306.760783524741,418.112234220333
"E01018208",55729,61125,476.279693392103,433.971967720653
"E01018209",55381,60851,760.500976642056,734.034131295005
"E01018210",56019,61422,617.535753428479,611.330842943832
"E01018211",58328,64669,773.100823301217,751.048808520221
"E01018212",102996,114401,1445.3973967712,1991.14578362947
"E01018213",102442,113876,1231.13860006531,1683.64067639386
"E01018214",104359,117256,1395.61984441183,1896.42821717914
"E01018215",102745,114281,1437.04237895342,1953.95379570017
"E01018216",105191,118324,1078.69535060255,1379.95126744431
"E01018217",104003,116889,1055.00786849943,1373.60510105661
"E01018218",68545,82651,434.743912243893,430.320211461438
"E01018219",72294,86133,351.282915825773,398.890220109677
"E01018220",36690,43016,392.103728898338,605.31164917842
"E01018221",134437,160800,1836.44068518063,1650.48130410041
"E01018222",133547,159757,1554.54235238326,1402.38587820355
"E01018223",135359,162048,2922.00602113953,2533.74558266882
"E01018224",136273,160815,1145.59233211164,1387.70628304807
"E01018225",136209,160740,1429.24306633264,1625.78800966458
"E01018226",41443,45624,1694.23121542461,1689.31419428964
"E01018227",43384,46134,850.336284831855,929.057363317637
"E01018228",52132,54757,758.778318308442,801.326315538847
"E01018229",70887,84847,699.583018553579,3043.38443709966
"E01018230",109814,126222,895.730056740745,876.74701086161
"E01018231",132113,157342,654.740535473344,1078.66604902669
"E01018232",137557,161409,529.665919948386,708.38102085099
"E01018233",132037,157076,1185.4108945194,1287.81447820954
"E01018234",130637,155506,1243.71224880111,1411.95097085569
"E01018235",130476,155169,1143.8488960344,1342.30330010793
"E01018236",129795,154063,1137.80269312625,1343.32174292059
"E01018237",133738,160372,949.652036448626,954.847154352088
"E01018238",106762,124762,1400.33024491227,1313.0156567844
"E01018239",125853,148028,897.940195485654,983.238047102079
"E01018240",122437,143646,420.896408066852,474.105890512542
"E01018241",118904,137964,415.096369569268,549.692348106568
"E01018242",133023,157120,1429.99161546953,1781.29392634051
"E01018243",131680,155145,3456.4895386728,4885.98546157287
"E01018244",135975,160316,1471.92406632375,1730.67214026203
"E01018245",43993,52330,785.734334829143,752.872235770659
"E01018246",46587,54151,713.523548249902,701.638283988829
"E01018247",55552,63527,600.272220686183,752.440050267259
"E01018248",130665,154894,3427.08348378428,3952.90704823688
"E01018249",133332,158849,1598.74664276539,1836.31961977054
"E01018250",134294,159638,1793.85698416761,2069.96919428581
"E01018251",138281,163557,493.213384011826,586.816699514599
"E01018252",137765,163227,472.276011266517,583.085842994726
"E01018253",136648,158389,922.556731217096,1062.14917315594
"E01018254",137678,159805,1104.01896839661,875.028827971423
"E01018255",138582,161901,267.695291953883,290.133662204056
"E01018256",136873,161093,469.458295060674,508.309175387205
"E01018257",127378,149210,2912.12031349961,3233.7109980874
"E01018258",134746,159980,2064.81764881792,2298.82201761368
"E01018259",128230,150021,3697.87208722537,4189.04145764681
"E01018260",127944,149640,3997.24941410538,4520.86052865479
"E01018261",129716,152371,4955.19884319013,5695.0445145375
"E01018262",129297,152441,1847.74297012541,2045.73993917823
"E01018263",84293,100138,1271.42894486934,1442.26843188399
"E01018264",72150,86395,850.854265282658,943.895708587059
"E01018265",61694,75001,667.255043133076,762.040450058701
"E01018266",130549,157681,917.956004838301,886.147024118885
"E01018267",63552,75215,2238.20922695161,1890.97330739198
"E01018268",45247,49372,1188.22652414512,855.511213435608
"E01018269",65897,79150,1540.8045625977,1355.12335441079
"E01018270",110910,129498,721.644135166437,764.704796057198
"E01018271",76723,88885.34,1327.64333105602,1222.12502034503
"E01018272",126098,147167,5356.51840998684,5786.56023589504
"E01018273",129181,152668,6143.73214384128,6619.83443120189
"E01018274",127587,150116,7645.76305020639,8527.37590360173
"E01018275",125374,147300,725.695452288647,646.813974867467
"E01018276",69168,78006.44,1510.31298195601,1941.73343049685
"E01018277",110173,122891.44,546.80201504745,661.191029380369
"E01018278",69225,77927.44,966.471798627501,1750.41349359915
"E01018279",133647,155930,2480.07961273884,2245.60718522624
"E01018280",133354,155703,2792.67880662075,2523.61616365998
"E01018281",130457,152454,2056.2420364957,2032.67607720321
"E01018282",131479,153179,1821.07147503866,1757.15342340959
"E01018283",132079,154325,2131.10430719598,2141.18577837887
"E01018284",130588,149002,1199.56061407762,1638.62784499926
"E01018285",124180,142428,1080.94000003296,1485.31201697867
"E01018286",132567,155345,3031.91262230949,3758.90616132756
"E01018287",131073,154480,3804.46110055522,5028.10646920552
"E01018288",130137,152153,1117.36291918135,2400.77831485944
"E01018289",120832,141584,2287.79520184983,3292.34721403842
"E01018290",62342,66459,457.927194221757,596.096477413789
"E01018291",139287,161045,906.798858034567,837.178940813277
"E01018292",135671,157744,2220.47619494575,2788.69982896792
"E01018293",133701,156014,1911.63620283773,2070.16743120811
"E01018294",134313,156664,2142.73984268205,2502.44515283711
"E01018295",131445,153725,1509.48007429364,1679.11642405384
"E01018296",135629,158255,256.454924357117,406.519595140338
"E01018297",135745,159781,3669.08502368812,4316.28601795977
"E01018298",138358,162610,1564.26812385788,1928.85514317141
"E01018299",132811,156152,1910.33087739415,2241.64600984152
"E01018300",128847,151781,1824.48986887915,2086.47173214994
"E01018301",137060,160305,1495.22140623513,1751.72401861274
"E01018302",128658,150822,679.544309052435,841.204306968629
"E01018303",135665,158038,1186.51830576648,1240.8526912184
"E01018304",115812,130742,589.282677607498,743.063655002219
"E01018305",115174,131293,712.656302307817,786.690384173874
"E01018306",116880,133569,767.708834035744,830.110480820379
"E01018307",118096,133423,629.534162571268,748.074344873313
"E01018308",163449,169006,634.881463887646,769.023872209369
"E01018309",166222,179189,3082.85497792765,3489.36498190294
"E01018310",155290,165257,5772.31548247216,6643.37916642429
"E01018311",164383,177438,3752.70980044077,4308.60534071785
"E01018312",157392,167568,4750.52080730878,5414.42090555105
"E01018313",170139,181901,2717.12065508098,2995.48143941535
"E01018314",165567,178094,3332.69018123331,3684.26317630602
"E01018315",160875,171468,4907.98691147953,5453.00595070686
"E01018316",159091,168459,4632.66184348579,5066.42837240271
"E01018317",162604,173873,3443.79625390676,3763.72185736575
"E01018318",148488,157150,15335.3914348676,14367.340166995
"E01018319",145916,154378,8097.15214594637,7976.0663645326
"E01018320",145241,153190,4792.50576642589,4867.59432489251
"E01018321",143960,152027,6199.2607175595,6139.73020375544
"E01018322",143220,151049,4407.30841414537,4396.17972302023
"E01018323",141174,147694,2114.84154162919,2317.54350299536
"E01018324",136673,143608,1364.36909011456,1548.01779833608
"E01018325",141035,145917,1427.98909299059,1566.13272802145
"E01018326",147651,156125,21524.7408067242,19971.3014752468
"E01018327",147949,156538,15015.9985848442,14843.3224708605
"E01018328",147720,156401,13173.4596685215,13659.8488850588
"E01018329",147720,156401,14790.9672681542,14735.0851251448
"E01018330",151230,159887,10745.1698750411,11589.8830055843
"E01018331",147339,156173,12258.5355576929,12484.9629580452
"E01018332",161237,169931,5770.49647249351,5629.31210307125
"E01018333",160558,169006,5968.71193896143,5827.69969794656
"E01018334",167238,176871,3325.15103460181,3340.86082949048
"E01018335",163473,179452,6376.97638167745,5475.79783468666
"E01018336",222132,245306.36,498.102969800706,967.473250151862
"E01018337",236761,258938.36,1103.20902030269,1289.91609971024
"E01018338",219397,241193.36,451.045828192656,1169.58485712564
"E01018339",121352,131239,495.239002390019,767.503357621394
"E01018340",146611,155331,10555.3190544929,10061.7753217207
"E01018341",149570,158217,7179.6388945197,6976.20537426404
"E01018342",148414,156748,10332.586839794,9997.52746367508
"E01018343",149102,157570,11595.4064262152,11514.6575108937
"E01018344",149542,158219,9726.51085964261,9719.40076476033
"E01018345",147571,155914,5738.16193185684,5949.09855162655
"E01018346",148813,157447,6617.12604391516,6923.166932438
"E01018347",146144,154227,4934.0067664247,5195.03646514626
"E01018348",144998,153268,3526.47054824678,3554.69165713003
"E01018349",142394,152087,469.698697465965,551.225555816432
"E01018350",133707,144856,393.110687770005,627.677580268716
"E01018351",173579,184127,3438.79268116116,3367.72101374472
"E01018352",173576,184037,3645.95824575127,3515.88977527243
"E01018353",171471,181835,3788.8579262428,3754.93047639356
"E01018354",177899,189922,2557.0263542708,2497.44430611402
"E01018355",29495,34468,534.378650763298,526.385341937131
"E01018356",30037,34503,704.641035453809,1091.5564148303
"E01018357",41568,47734,555.16630642499,509.908119774378
"E01018358",155753,166217,1221.96364235746,1512.33506734567
"E01018359",172131,185774,737.763712580184,883.331841921368
"E01018360",189228,210450,3733.62519323727,4680.73974611328
"E01018361",149122,157526,11381.8231585461,11442.0489865704
"E01018362",150255,158616,9711.45536032929,10062.100660946
"E01018363",150174,158484,8306.16605121493,8915.66372751055
"E01018364",148940,157141,6029.9968598618,6429.82953848886
"E01018365",149990,158329,6215.7214588716,6718.28171161093
"E01018366",179049,188718,1672.8887724064,1667.19652599722
"E01018367",192379,212487,1311.56023424003,1371.42091426414
"E01018368",125279,131464,864.573933153108,700.220318027247
"E01018369",85908,95855,625.769160556286,683.911784062787
"E01018370",118138,123005,878.879255642228,692.288173144399
"E01018371",94996,101077,705.82740597715,993.106455880677
"E01018372",73793,80462,806.224786964202,893.069202253092
"E01018373",90370,95390,749.487480808395,761.483729995187
"E01018374",152608,160935,8517.37075107614,9130.77966020467
"E01018375",149518,157998,11140.381641261,11523.4179320296
"E01018376",162971,180148,3550.4053636433,4595.79250378955
"E01018377",161543,176067,6238.02536767104,8610.98849002627
"E01018378",160249,174293,4876.60716947985,5814.22278642764
"E01018379",159854,174872,5490.74090060118,6648.69482858229
"E01018380",153119,166063,4679.56508242215,5425.8757054337
"E01018381",145854,153970,4355.07054670785,4505.46296914769
"E01018382",146674,155039,7162.83601555768,7193.17285100253
"E01018383",146678,155072,5620.9164142775,5792.48430985103
"E01018384",146010,154164,4033.91949325315,4223.66653354484
"E01018385",132100,137806,705.291929625994,903.286445451595
"E01018386",216869,230241,2100.23096949311,1713.1327669016
"E01018387",212572,225743,1764.69942307407,1479.8346970425
"E01018388",215513,228450,2101.98867476143,1689.95611899151
"E01018389",218206,232154,2719.91319618105,2134.61888447027
"E01018390",214186,226983,2194.39743279086,1651.22253803569
"E01018391",216920,230292,1390.49021887532,1195.62197513748
"E01018392",213403,226781,1399.68618553073,1221.81360276176
"E01018393",152230,158480,1580.99846678576,1805.74885766472
"E01018394",129686,145838,1295.76133199552,1407.03125264613
"E01018395",128701,126717,2603.3750040844,2354.57474119342
"E01018396",127147,125053,2397.60662976242,2243.4493351099
"E01018397",138701,142350,3091.10002054334,3333.70675442564
"E01018398",134566,134583,3580.78806480287,3748.3795208625
"E01018399",134815,136601,3685.01497083151,3668.60812196656
"E01018400",132678,133325,4107.06763038456,3706.17453975667
"E01018401",134971,136422,3122.33022862989,2940.42252469674
"E01018402",130015,129995,4794.98564091258,4813.30452333589
"E01018403",126877,127483,3832.6736623309,3750.69771858979
"E01018404",159227,159741.9,1471.41424612164,1499.08016455816
"E01018405",137559,138835,2979.93581580731,2899.26283598476
"E01018406",131906,133075.9,1404.77742891493,1426.22552792281
"E01018407",144302,147246.9,2200.74695358473,2201.38485391385
"E01018408",142117,148859,2462.93158874869,2282.814639346
"E01018409",139789,146300,2978.35259977816,2979.79737145981
"E01018410",146463,154059,2343.9252026826,2446.79600709798
"E01018411",129451,143397,950.633616552817,1050.21832191884
"E01018412",129611,136405,621.57410593628,738.010330010459
"E01018413",136898,149610,1476.68134390603,1577.90873320071
"E01018414",134315,146773,1158.93614530709,1315.1298518468
"E01018415",135660,148281,1889.34789872536,1935.29207236572
"E01018416",136634,148440,1325.9511940947,1416.60440786982
"E01018417",214126,226340,1912.89935312665,1384.35415583684
"E01018418",192072,205131.9,896.653523404453,834.944666929103
"E01018419",117015,137311,1772.97487759221,1569.89985338026
"E01018420",115944,132312,2237.18827968019,2186.62035440328
"E01018421",119949,140441,1703.02258318184,1488.45850597942
"E01018422",120896,137871,4230.23763294008,3513.99202612609
"E01018423",121583,139309,2396.06347860219,2087.62092633007
"E01018424",117330,134781,2111.31060820327,2033.25355933097
"E01018425",122149,139756,2798.8457124133,2639.68522031097
"E01018426",121680,139709,3234.98168389547,2860.99127325937
"E01018427",122298,140333,2421.89585296609,2192.82058253824
"E01018428",215139,223017,876.810253151618,887.054585149925
"E01018429",212126,220609,928.67887194913,830.168615642947
"E01018430",206645,218540,960.799256596294,831.30252665623
"E01018431",209405,219584,1106.44284644141,907.0495330773
"E01018432",135144,150651,1704.57281565422,2021.01485326527
"E01018433",141662,157308,1124.54806080735,1385.94249381536
"E01018434",138253,155356,1491.24454359552,1884.19887107026
"E01018435",138100,157372,2081.27161760092,2661.42993398275
"E01018436",130666,146202,1826.3177931527,2041.11725945467
"E01018437",135717,154857,2265.0159654057,2986.75434376275
"E01018438",130357,147545,1829.22596141535,2254.3213023488
"E01018439",136139,155307,1652.2845088568,2049.81720310131
"E01018440",131284,147731,1838.29431026901,1911.81564297801
"E01018441",124331,141492,1781.35849359244,1938.15190399816
"E01018442",127453,144549,1979.89490662121,2261.60327784057
"E01018443",138434,153604,1179.80429457966,1413.43032111046
"E01018444",65462,81706,928.605107703007,1087.35512518813
"E01018445",111681,126704,6416.24547919754,7089.02248590244
"E01018446",109377,124607,4956.11106803479,5524.55307113581
"E01018447",111338,126915,7526.74087009233,8264.22655029053
"E01018448",107603,122910,6299.62944660597,6953.10705114059
"E01018449",62924,75665,426.650331996278,367.564226344868
"E01018450",64103,77662,961.339370310722,1146.17786152062
"E01018451",83157,97092,2974.50840076757,3577.57860333324
"E01018452",74604,91340,2112.43888328891,2519.63886362665
"E01018453",80504,95835,2849.0191296523,3412.99103402429
"E01018454",82548,97187,2489.08304313476,3042.34862236602
"E01018455",83215,97220,2558.78618624258,3260.92040895402
"E01018456",80529,94839,2379.72031640323,2916.60713472098
"E01018457",80043,94486,2813.58804582002,3384.03890527687
"E01018458",72047,86205,961.82839353636,1488.57223657706
"E01018459",101061,112518,4369.72408074859,4874.48134602866
"E01018460",102711,113825,5352.14079815359,5826.5548398197
"E01018461",98962,110269,5619.74794875216,6173.92235251609
"E01018462",106396,121419,8641.34040379536,9198.03414252262
"E01018463",108648,123668,8594.50438220985,9551.94157393204
"E01018464",114527,129825,10956.6941430771,12285.8093544306
"E01018465",159791,175872.13,2587.39579737439,3164.58034917109
"E01018466",98358,109511,6360.6130216293,7030.02861486003
"E01018467",102847,114990,8111.52806341665,8605.24835913315
"E01018468",145799,160386,3241.5443873837,4081.40334998111
"E01018469",151318,166060,2267.79235693126,2772.20875492843
"E01018470",154830,169323,1112.29352520395,1333.06446323774
"E01018471",147632,162183,2828.91040784876,3530.7113781807
"E01018472",102201,114279,3434.6224869581,3805.11681484122
"E01018473",100439,112526,3122.44964590207,3548.43749849545
"E01018474",99911,111859,2985.12379112303,3516.14764776104
"E01018475",103509,118105,2300.11986481462,2640.32334077445
"E01018476",108669,123270,6336.26849964452,6981.90956454519
"E01018477",115838,130822,6363.53879545378,7294.94813066621
"E01018478",110054,124796,5422.51147471712,6116.17549199745
"E01018479",104174,114625,3956.5208922575,4338.57788153618
"E01018480",107743,124714,3595.58264200253,5057.70967080803
"E01018481",45030,57690,568.847366418152,839.127891883826
"E01018482",92266,103972,4087.68711135369,5692.3190615299
"E01018483",94833,105874,5895.17689191853,7626.45610106427
"E01018484",98179,109639,4470.03958221223,5249.19334074385
"E01018485",96755,108134,5404.74810881156,6354.65493499719
"E01018486",110943,126417,8207.1342173503,9010.68629737641
"E01018487",106409,121582,8239.97108234793,9110.34519251129
"E01018488",104864,119655,6863.67756110166,7736.21361366644
"E01018489",106740,122334,7446.23688970705,8237.1325930663
"E01018490",94365,106148,2820.19337058897,3387.30044457568
"E01018491",87599,102447,1921.56165259259,2282.38699076467
"E01018492",98158,109865,3664.49805494787,4288.67532824211
"E01018493",99510,111645,1504.25550221054,1708.34410807692
"E01018494",104815,116861,1980.22080606863,2212.29916691385
"E01018495",94972,107037,1245.96704839188,1417.51036262867
"E01018496",101217,113059,6336.29130321123,7240.16523849845
"E01018497",106061,121122,7871.83232371815,8770.86818641019
"E01018498",96390,107757,5888.64634722397,6922.39157667405
"E01018499",118185,134165,6936.38741560752,8385.28176802508
"E01018500",117742,133640,8587.2209469366,10368.8250065637
"E01018501",117440,132961,11136.5629332147,12639.5813983748
"E01018502",120425,135508,9275.40395851243,11948.5405129517
"E01018503",70940,85676,1946.53450399413,2349.94099714959
"E01018504",80975,96770,2958.74644668827,3536.04194002838
"E01018505",97162,108581,2899.40840073356,3400.44350926484
"E01018506",103467,118701,3683.10580046767,4169.66066174037
"E01018507",102181,116813,3281.23022582826,3767.46236234999
"E01018508",84054,99002,1666.60932729356,1972.44664360821
"E01018509",90470,102565,1708.92623601488,2005.80497347574
"E01018510",92896,104389,3631.01245252849,4559.77832266456
"E01018511",95423,106526,3964.98357080153,4851.01817226893
"E01018512",97422,109577,4894.71951481702,5859.91685308735
"E01018513",100053,111788,4750.30898457605,5530.21700905924
"E01018514",52300,61242,460.831391817682,528.988326143729
"E01018515",108357,121713,799.369060274384,999.74715981652
"E01018516",91479,104053,743.840711688455,876.778728197199
"E01018517",69888,83663,1409.7404791979,1949.81447241655
"E01018518",269088,304545,693.819465442886,832.818461201959
"E01018519",323656,357140,9651.51439624032,8272.76760054085
"E01018520",305719,337798,10081.9968365417,8388.36553119398
"E01018521",266625,294160,8526.74180516249,8434.67350492937
"E01018522",311795,343021,5334.50143279575,5073.54298555199
"E01018523",355139,388680,4443.27950991091,4298.35517651076
"E01018524",369307,403146,5523.00709634316,5105.34220797723
"E01018525",322218,356211,7677.82719207395,6871.57909305657
"E01018526",233307,257044,3336.0366942561,3741.77796081812
"E01018527",243933,269523,3671.75478601613,4039.25403042693
"E01018528",353485,387182,2155.34006601199,2329.16874075061
"E01018529",347452,381144.4,2391.26889996342,2513.4524312464
"E01018530",366462,401536,1337.09518063081,1532.8036727423
"E01018531",368239,402904,2034.67587604671,2235.56698537506
"E01018532",309989,347690,1277.5246137664,1432.66549156677
"E01018533",323713,363091,1212.40832622609,1342.9798348539
"E01018534",320617,359015,1965.36216185963,2058.51752619679
"E01018535",333527,372542.6,1943.83164254296,2005.20682892753
"E01018536",298201,327453,1497.50195869354,1557.2574140026
"E01018537",293934,323184,1479.70359039127,1592.72850721246
"E01018538",295512,328522,6282.21340811476,6075.7052783872
"E01018539",288383,322824,5034.49095447435,5000.65328296139
"E01018540",256585,282297,5189.69406660664,5427.17901245682
"E01018541",352091,385170,3282.2579538079,3333.23108460905
"E01018542",367620,403444.4,3149.32464498437,3184.62600602112
"E01018543",369726,404901,2635.14691736659,2752.74712043156
"E01018544",245568,276670,838.222189114385,957.329697280405
"E01018545",252459,283247,1117.40097005604,1262.34464429936
"E01018546",384283,421693.4,4316.45674147702,4061.5823076723
"E01018547",384947,421082,2768.78341334791,2784.48790793503
"E01018548",397151,436405,3416.97563815669,3169.4547841737
"E01018549",381736,417002,2272.17568795126,2369.19925299251
"E01018550",257928,284714,6900.19872381047,6720.9591060441
"E01018551",252244,277406,7341.25885809494,7489.27842210283
"E01018552",261337,288340,8635.43369135064,7341.66499301969
"E01018553",254024,282070,7872.99472039222,7956.11989974263
"E01018554",228070,253264,2501.45826916608,2845.09209751428
"E01018555",243113,267292,2714.80208209159,3027.36944417857
"E01018556",290262,322966,3155.9158582217,3282.85444472283
"E01018557",292010,325866,4115.32163878597,4194.73718587391
"E01018558",254976,282808,4015.57083214786,4279.53526606616
"E01018559",256281,282787,3218.85462431051,3510.61856508264
"E01018560",291310,324671,2392.24724409494,2475.45271728317
"E01018561",256846,282205,2293.27234149041,2466.61182406285
"E01018562",228006,250360,2051.01269869553,2328.05045893897
"E01018563",384176,420669,9775.15641969985,7945.25227952885
"E01018564",390626,425465,11794.7560794893,8940.42158254102
"E01018565",260145,285388,6438.26722314059,6596.45850372453
"E01018566",244542,269348,5870.57030601268,6240.08876892208
