"TTWA11NM","lsoa01","weight"
"Coventry","E01031147",1
"Coventry","E01031148",1
"Coventry","E01031149",1
"Coventry","E01031150",1
"Coventry","E01031151",1
"Coventry","E01031152",1
"Coventry","E01031153",1
"Coventry","E01031154",1
"Coventry","E01031155",1
"Coventry","E01031156",1
"Coventry","E01031157",1
"Coventry","E01031158",1
"Coventry","E01031159",1
"Coventry","E01031160",1
"Coventry","E01031161",1
"Coventry","E01031162",1
"Coventry","E01031163",1
"Coventry","E01031164",1
"Coventry","E01031165",1
"Coventry","E01031167",1
"Coventry","E01031168",1
"Coventry","E01031169",1
"Coventry","E01031170",1
"Coventry","E01031171",1
"Coventry","E01031172",1
"Coventry","E01031173",1
"Coventry","E01031174",1
"Coventry","E01031175",1
"Coventry","E01031176",1
"Coventry","E01031177",1
"Coventry","E01031178",1
"Coventry","E01031179",1
"Coventry","E01031180",1
"Coventry","E01031181",1
"Coventry","E01031182",1
"Coventry","E01031254",1
"Coventry","E01031308",1
"Crawley","E01021023",1
"Crawley","E01021163",1
"Crawley","E01021167",1
"Crawley","E01021168",1
"Crawley","E01021169",1
"Crawley","E01021186",1
"Crawley","E01024428",1
"Crawley","E01030515",1
"Crawley","E01030516",1
"Crawley","E01030517",1
"Crawley","E01030518",1
"Crawley","E01030519",1
"Crawley","E01030520",1
"Crawley","E01030521",1
"Crawley","E01030522",1
"Crawley","E01030523",1
"Crawley","E01030524",1
"Crawley","E01030525",1
"Crawley","E01030526",1
"Crawley","E01030527",1
"Crawley","E01030528",1
"Crawley","E01030529",1
"Crawley","E01030530",1
"Crawley","E01030531",1
"Crawley","E01030532",1
"Crawley","E01030533",1
"Crawley","E01030534",1
"Crawley","E01030535",1
"Crawley","E01030536",1
"Crawley","E01030537",1
"Crawley","E01030538",1
"Crawley","E01030539",1
"Crawley","E01030540",1
"Crawley","E01030541",1
"Crawley","E01030542",1
"Crawley","E01030543",1
"Crawley","E01030544",1
"Crawley","E01030545",1
"Crawley","E01030546",1
"Crawley","E01030547",1
"Crawley","E01030548",1
"Crawley","E01030549",1
"Crawley","E01030550",1
"Crawley","E01030551",1
"Crawley","E01030552",1
"Crawley","E01030553",1
"Crawley","E01030554",1
"Crawley","E01030556",1
"Crawley","E01030569",1
"Crawley","E01030570",1
"Crawley","E01030571",1
"Crawley","E01030572",1
"Crawley","E01030573",1
"Crawley","E01030574",1
"Crawley","E01030575",1
"Crawley","E01030576",1
"Crawley","E01030577",1
"Crawley","E01030578",1
"Crawley","E01030579",1
"Crawley","E01030580",1
"Crawley","E01030581",1
"Crawley","E01030582",1
"Crawley","E01030583",1
"Crawley","E01030584",1
"Crawley","E01030585",1
"Crawley","E01030586",1
"Crawley","E01030587",1
"Crawley","E01030588",1
"Crawley","E01030589",1
"Crawley","E01030590",1
"Crawley","E01030591",1
"Crawley","E01030593",1
"Crawley","E01030594",1
"Crawley","E01030595",1
"Crawley","E01030596",1
"Crawley","E01030597",1
"Crawley","E01030598",1
"Crawley","E01030599",1
"Crawley","E01030600",1
"Crawley","E01030601",1
"Crawley","E01030602",1
"Crawley","E01030610",1
"Crawley","E01030611",1
"Crawley","E01030612",1
"Crawley","E01030613",1
"Crawley","E01030614",1
"Crawley","E01030615",1
"Crawley","E01030616",1
"Crawley","E01030617",1
"Crawley","E01030618",1
"Crawley","E01030619",1
"Crawley","E01030620",1
"Crawley","E01030621",1
"Crawley","E01030622",1
"Crawley","E01030623",1
"Crawley","E01030624",1
"Crawley","E01030625",1
"Crawley","E01030626",1
"Crawley","E01030627",1
"Crawley","E01030628",1
"Crawley","E01030629",1
"Crawley","E01030630",1
"Crawley","E01030631",1
"Crawley","E01030632",1
"Crawley","E01030633",1
"Crawley","E01030634",1
"Crawley","E01030635",1
"Crawley","E01030639",1
"Crawley","E01030812",1
"Crawley","E01030813",1
"Crawley","E01030814",1
"Crawley","E01030815",1
"Crawley","E01030816",1
"Crawley","E01030817",1
"Crawley","E01030818",1
"Crawley","E01030819",1
"Crawley","E01030820",1
"Crawley","E01030821",1
"Crawley","E01030822",1
"Crawley","E01030823",1
"Crawley","E01030824",1
"Crawley","E01030825",1
"Crawley","E01030826",1
"Crawley","E01030827",1
"Crawley","E01030828",1
"Crawley","E01030829",1
"Crawley","E01030830",1
"Crawley","E01030831",1
"Crawley","E01030832",1
"Crawley","E01030833",1
"Crawley","E01030834",1
"Crawley","E01030835",1
"Crawley","E01030836",1
"Crawley","E01030837",1
"Crawley","E01030838",1
"Crawley","E01030839",1
"Crawley","E01030840",1
"Crawley","E01030841",1
"Crawley","E01030842",1
"Crawley","E01030843",1
"Crawley","E01030844",1
"Crawley","E01030845",1
"Crawley","E01030846",1
"Crawley","E01030847",1
"Crawley","E01030848",1
"Crawley","E01030850",1
"Crawley","E01030858",1
"Crawley","E01031517",1
"Crawley","E01031518",1
"Crawley","E01031544",1
"Crawley","E01031545",1
"Crawley","E01031546",1
"Crawley","E01031547",1
"Crawley","E01031548",1
"Crawley","E01031549",1
"Crawley","E01031550",1
"Crawley","E01031551",1
"Crawley","E01031552",1
"Crawley","E01031553",1
"Crawley","E01031554",1
"Crawley","E01031555",1
"Crawley","E01031556",1
"Crawley","E01031557",1
"Crawley","E01031558",1
"Crawley","E01031559",1
"Crawley","E01031560",1
"Crawley","E01031561",1
"Crawley","E01031562",1
"Crawley","E01031563",1
"Crawley","E01031564",1
"Crawley","E01031565",1
"Crawley","E01031566",1
"Crawley","E01031567",1
"Crawley","E01031568",1
"Crawley","E01031569",1
"Crawley","E01031570",1
"Crawley","E01031571",1
"Crawley","E01031572",1
"Crawley","E01031573",1
"Crawley","E01031574",1
"Crawley","E01031575",1
"Crawley","E01031576",1
"Crawley","E01031577",1
"Crawley","E01031578",1
"Crawley","E01031579",1
"Crawley","E01031580",1
"Crawley","E01031581",1
"Crawley","E01031582",1
"Crawley","E01031583",1
"Crawley","E01031584",1
"Crawley","E01031585",1
"Crawley","E01031586",1
"Crawley","E01031587",1
"Crawley","E01031588",1
"Crawley","E01031589",1
"Crawley","E01031590",1
"Crawley","E01031591",1
"Crawley","E01031592",1
"Crawley","E01031593",1
"Crawley","E01031594",1
"Crawley","E01031595",1
"Crawley","E01031596",1
"Crawley","E01031597",1
"Crawley","E01031598",1
"Crawley","E01031599",1
"Crawley","E01031600",1
"Crawley","E01031601",1
"Crawley","E01031602",1
"Crawley","E01031603",1
"Crawley","E01031604",1
"Crawley","E01031605",1
"Crawley","E01031606",1
"Crawley","E01031607",1
"Crawley","E01031608",1
"Crawley","E01031609",1
"Crawley","E01031610",1
"Crawley","E01031611",1
"Crawley","E01031612",1
"Crawley","E01031613",1
"Crawley","E01031614",1
"Crawley","E01031615",1
"Crawley","E01031618",1
"Crawley","E01031619",1
"Crawley","E01031620",1
"Crawley","E01031621",1
"Crawley","E01031622",1
"Crawley","E01031623",1
"Crawley","E01031624",1
"Crawley","E01031625",1
"Crawley","E01031626",1
"Crawley","E01031627",1
"Crawley","E01031628",1
"Crawley","E01031629",1
"Crawley","E01031630",1
"Crawley","E01031631",1
"Crawley","E01031632",1
"Crawley","E01031633",1
"Crawley","E01031634",1
"Crawley","E01031635",1
"Crawley","E01031636",1
"Crawley","E01031637",1
"Crawley","E01031638",1
"Crawley","E01031639",1
"Crawley","E01031640",1
"Crawley","E01031641",1
"Crawley","E01031642",1
"Crawley","E01031643",1
"Crawley","E01031644",1
"Crawley","E01031645",1
"Crawley","E01031646",1
"Crawley","E01031647",1
"Crawley","E01031648",1
"Crawley","E01031649",1
"Crawley","E01031650",1
"Crawley","E01031651",1
"Crawley","E01031652",1
"Crawley","E01031653",1
"Crawley","E01031654",1
"Crawley","E01031655",1
"Crawley","E01031656",1
"Crawley","E01031657",1
"Crawley","E01031658",1
"Crawley","E01031659",1
"Crawley","E01031660",1
"Crawley","E01031661",1
"Crawley","E01031662",1
"Crawley","E01031663",1
"Crawley","E01031664",1
"Crawley","E01031665",1
"Crawley","E01031666",1
"Crawley","E01031667",1
"Crawley","E01031668",1
"Crawley","E01031669",1
"Crawley","E01031670",1
"Crawley","E01031671",1
"Crawley","E01031672",1
"Crawley","E01031673",1
"Crawley","E01031674",1
"Crawley","E01031675",1
"Crawley","E01031676",1
"Crawley","E01031677",1
"Crawley","E01031678",1
"Crawley","E01031679",1
"Crawley","E01031680",1
"Crawley","E01031681",1
"Crawley","E01031682",1
"Crawley","E01031683",1
"Crawley","E01031688",1
"Crawley","E01031689",1
"Crawley","E01031690",1
"Crawley","E01031691",1
"Crawley","E01031692",1
"Crawley","E01031693",1
"Crawley","E01031694",1
"Crawley","E01031695",1
"Crawley","E01031696",1
"Crawley","E01031697",1
"Crawley","E01031698",1
"Crawley","E01031699",1
"Crawley","E01031700",1
"Crawley","E01031701",1
"Crawley","E01031702",1
"Crawley","E01031703",1
"Crawley","E01031704",1
"Crawley","E01031705",1
"Crawley","E01031706",1
"Crawley","E01031707",1
"Crawley","E01031708",1
"Crawley","E01031709",1
"Crawley","E01031710",1
"Crawley","E01031711",1
"Crawley","E01031712",1
"Crawley","E01031713",1
"Crawley","E01031714",1
"Crawley","E01031715",1
"Crawley","E01031716",1
"Crawley","E01031717",1
"Crawley","E01031718",1
"Crawley","E01031719",1
"Crawley","E01031720",1
"Crawley","E01031721",1
"Crawley","E01031722",1
"Crawley","E01031723",1
"Crawley","E01031724",1
"Crawley","E01031725",1
"Crawley","E01031726",1
"Crawley","E01031727",1
"Crawley","E01031728",1
"Crawley","E01031729",1
"Crawley","E01031730",1
"Crawley","E01031731",1
"Crawley","E01031732",1
"Crawley","E01031733",1
"Crawley","E01031734",1
"Crawley","E01031735",1
"Crawley","E01031736",1
"Crawley","E01031737",1
"Crawley","E01031738",1
"Crawley","E01031739",1
"Crawley","E01031740",1
"Crawley","E01031741",1
"Crawley","E01031742",1
"Crawley","E01031743",1
"Crawley","E01031744",1
"Crawley","E01031745",1
"Crawley","E01031746",1
"Crawley","E01031747",1
"Crawley","E01031748",1
"Crawley","E01031749",1
"Crawley","E01031750",1
"Crawley","E01031751",1
"Crawley","E01031752",1
"Crawley","E01031753",1
"Crawley","E01031754",1
"Crawley","E01031755",1
"Crawley","E01031756",1
"Crawley","E01031757",1
"Crawley","E01031758",1
"Crawley","E01031759",1
"Crawley","E01031760",1
"Crawley","E01031761",1
"Crawley","E01031762",1
"Crawley","E01031763",1
"Crawley","E01031764",1
"Crawley","E01031765",1
"Crawley","E01031766",1
"Crawley","E01031767",1
"Crawley","E01031771",1
"Crawley","E01031772",1
"Crawley","E01031773",1
"Crawley","E01031774",1
"Crawley","E01031775",1
"Crewe","E01018386",1
"Crewe","E01018387",1
"Crewe","E01018388",1
"Crewe","E01018389",1
"Crewe","E01018390",1
"Crewe","E01018391",1
"Crewe","E01018392",1
"Crewe","E01018393",1
"Crewe","E01018394",1
"Crewe","E01018411",1
"Crewe","E01018412",1
"Crewe","E01018413",1
"Crewe","E01018414",1
"Crewe","E01018415",1
"Crewe","E01018416",1
"Crewe","E01018417",1
"Crewe","E01018418",1
"Crewe","E01018419",1
"Crewe","E01018420",1
"Crewe","E01018421",1
"Crewe","E01018422",1
"Crewe","E01018423",1
"Crewe","E01018424",1
"Crewe","E01018425",1
"Crewe","E01018426",1
"Crewe","E01018427",1
"Crewe","E01018430",1
"Crewe","E01018431",1
"Crewe","E01018432",1
"Crewe","E01018433",1
"Crewe","E01018434",1
"Crewe","E01018435",1
"Crewe","E01018436",1
"Crewe","E01018437",1
"Crewe","E01018438",1
"Crewe","E01018439",1
"Crewe","E01018440",1
"Crewe","E01018441",1
"Crewe","E01018442",1
"Crewe","E01018443",1
"Crewe","E01018444",1
"Crewe","E01018445",1
"Crewe","E01018446",1
"Crewe","E01018447",1
"Crewe","E01018448",1
"Crewe","E01018449",1
"Crewe","E01018450",1
"Crewe","E01018451",1
"Crewe","E01018452",1
"Crewe","E01018453",1
"Crewe","E01018454",1
"Crewe","E01018455",1
"Crewe","E01018456",1
"Crewe","E01018457",1
"Crewe","E01018458",1
"Crewe","E01018459",1
"Crewe","E01018460",1
"Crewe","E01018461",1
"Crewe","E01018462",1
"Crewe","E01018463",1
"Crewe","E01018464",1
"Crewe","E01018465",1
"Crewe","E01018466",1
"Crewe","E01018467",1
"Crewe","E01018468",1
"Crewe","E01018469",1
"Crewe","E01018470",1
"Crewe","E01018471",1
"Crewe","E01018472",1
"Crewe","E01018473",1
"Crewe","E01018474",1
"Crewe","E01018475",1
"Crewe","E01018476",1
"Crewe","E01018477",1
"Crewe","E01018478",1
"Crewe","E01018479",1
"Crewe","E01018480",1
"Crewe","E01018481",1
"Crewe","E01018482",1
"Crewe","E01018483",1
"Crewe","E01018484",1
"Crewe","E01018485",1
"Crewe","E01018486",1
"Crewe","E01018487",1
"Crewe","E01018488",1
"Crewe","E01018489",1
"Crewe","E01018490",1
"Crewe","E01018491",1
"Crewe","E01018492",1
"Crewe","E01018493",1
"Crewe","E01018494",1
"Crewe","E01018495",1
"Crewe","E01018496",1
"Crewe","E01018497",1
"Crewe","E01018498",1
"Crewe","E01018499",1
"Crewe","E01018500",1
"Crewe","E01018501",1
"Crewe","E01018502",1
"Crewe","E01018503",1
"Crewe","E01018504",1
"Crewe","E01018505",1
"Crewe","E01018506",1
"Crewe","E01018507",1
"Crewe","E01018508",1
"Crewe","E01018509",1
"Crewe","E01018510",1
"Crewe","E01018511",1
"Crewe","E01018512",1
"Crewe","E01018513",1
"Crewe","E01018514",1
"Crewe","E01018515",1
"Crewe","E01018516",1
"Crewe","E01018517",1
"Crewe","E01018603",1
"Crewe","E01018604",1
"Crewe","E01018605",1
"Crewe","E01018606",1
"Crewe","E01018607",1
"Crewe","E01018608",1
"Crewe","E01018609",1
"Crewe","E01018610",1
"Crewe","E01018611",1
"Crewe","E01018654",1
"Crewe","E01018671",1
"Crewe","E01018672",1
"Crewe","E01018673",1
"Crewe","E01018674",1
"Crewe","E01018675",1
"Crewe","E01018676",1
"Crewe","E01018677",1
"Crewe","E01018678",1
"Crewe","E01018679",1
"Crewe","E01018680",1
"Crewe","E01018681",1
"Crewe","E01018682",1
"Crewe","E01018683",1
"Crewe","E01018691",1
"Crewe","E01018692",1
"Crewe","E01018693",1
"Crewe","E01018694",1
"Crewe","E01018699",1
"Crewe","E01018700",1
"Crewe","E01018701",1
"Crewe","E01018702",1
"Crewe","E01018703",1
"Crewe","E01018704",1
"Crewe","E01018705",1
"Crewe","E01018706",1
"Crewe","E01018709",1
"Crewe","E01018710",1
"Crewe","E01018711",1
"Crewe","E01018712",1
"Crewe","E01018713",1
"Crewe","E01018714",1
"Crewe","E01018715",1
"Crewe","E01018716",1
"Crewe","E01018717",1
"Crewe","E01018718",1
"Crewe","E01018719",1
"Crewe","E01018720",1
"Crewe","E01018722",1
"Crewe","E01018726",1
"Crewe","E01018727",1
"Crewe","E01018728",1
"Crewe","E01018729",1
"Crewe","E01018730",1
"Crewe","E01018731",1
"Crewe","E01018732",1
"Crewe","E01018733",1
"Crewe","E01018734",1
"Crewe","E01018735",1
"Crewe","E01018736",1
"Crewe","E01018737",1
"Crewe","E01018738",1
"Crewe","E01018739",1
"Crewe","E01018740",1
"Crewe","E01018741",1
"Crewe","E01018742",1
"Crewe","E01018743",1
"Crewe","E01018744",1
"Crewe","E01018745",1
"Crewe","E01018746",1
"Crewe","E01018747",1
"Crewe","E01018748",1
"Crewe","E01018749",1
"Cromer and Sheringham","E01026729",1
"Cromer and Sheringham","E01026730",1
"Cromer and Sheringham","E01026731",1
"Cromer and Sheringham","E01026732",1
"Cromer and Sheringham","E01026733",1
"Cromer and Sheringham","E01026734",1
"Cromer and Sheringham","E01026735",1
"Cromer and Sheringham","E01026736",1
"Cromer and Sheringham","E01026737",1
"Cromer and Sheringham","E01026738",1
"Cromer and Sheringham","E01026739",1
"Cromer and Sheringham","E01026741",1
"Cromer and Sheringham","E01026742",1
"Cromer and Sheringham","E01026743",1
"Cromer and Sheringham","E01026750",1
"Cromer and Sheringham","E01026751",1
"Cromer and Sheringham","E01026762",1
"Cromer and Sheringham","E01026763",1
"Cromer and Sheringham","E01026764",1
"Cromer and Sheringham","E01026765",1
"Cromer and Sheringham","E01026766",1
"Cromer and Sheringham","E01026770",1
"Cromer and Sheringham","E01026771",1
"Cromer and Sheringham","E01026772",1
"Cromer and Sheringham","E01026773",1
"Cromer and Sheringham","E01026777",1
"Cromer and Sheringham","E01026778",1
"Cromer and Sheringham","E01026779",1
"Cromer and Sheringham","E01026781",1
"Cromer and Sheringham","E01026788",1
"Darlington","E01012304",1
"Darlington","E01012305",1
"Darlington","E01012306",1
"Darlington","E01012307",1
"Darlington","E01012308",1
"Darlington","E01012309",1
"Darlington","E01012310",1
"Darlington","E01012311",1
"Darlington","E01012312",1
"Darlington","E01012313",1
"Darlington","E01012314",1
"Darlington","E01012315",1
"Darlington","E01012316",1
"Darlington","E01012317",1
"Darlington","E01012318",1
"Darlington","E01012319",1
"Darlington","E01012320",1
"Darlington","E01012321",1
"Darlington","E01012322",1
"Darlington","E01012323",1
"Darlington","E01012324",1
"Darlington","E01012325",1
"Darlington","E01012326",1
"Darlington","E01012327",1
"Darlington","E01012328",1
"Darlington","E01012329",1
"Darlington","E01012330",1
"Darlington","E01012331",1
"Darlington","E01012332",1
"Darlington","E01012333",1
"Darlington","E01012334",1
"Darlington","E01012335",1
"Darlington","E01012336",1
"Darlington","E01012337",1
"Darlington","E01012338",1
"Darlington","E01012339",1
"Darlington","E01012340",1
"Darlington","E01012341",1
"Darlington","E01012342",1
"Darlington","E01012343",1
"Darlington","E01012344",1
"Darlington","E01012345",1
"Darlington","E01012346",1
"Darlington","E01012347",1
"Darlington","E01012348",1
"Darlington","E01012349",1
"Darlington","E01012350",1
"Darlington","E01012351",1
"Darlington","E01012352",1
"Darlington","E01012353",1
"Darlington","E01012354",1
"Darlington","E01012355",1
"Darlington","E01012356",1
"Darlington","E01012357",1
"Darlington","E01012358",1
"Darlington","E01012359",1
"Darlington","E01012360",1
"Darlington","E01012361",1
"Darlington","E01012362",1
"Darlington","E01012363",1
"Darlington","E01012364",1
"Darlington","E01012365",1
"Darlington","E01012366",1
"Darlington","E01020846",1
"Darlington","E01020862",1
"Darlington","E01027743",1
"Darlington","E01027751",1
"Darlington","E01027759",1
"Darlington","E01027762",1
"Derby","E01013453",1
"Derby","E01013454",1
"Derby","E01013455",1
"Derby","E01013456",1
"Derby","E01013457",1
"Derby","E01013458",1
"Derby","E01013459",1
"Derby","E01013460",1
"Derby","E01013461",1
"Derby","E01013462",1
"Derby","E01013463",1
"Derby","E01013464",1
"Derby","E01013465",1
"Derby","E01013466",1
"Derby","E01013467",1
"Derby","E01013468",1
"Derby","E01013469",1
"Derby","E01013470",1
"Derby","E01013471",1
"Derby","E01013472",1
"Derby","E01013473",1
"Derby","E01013474",1
"Derby","E01013475",1
"Derby","E01013476",1
"Derby","E01013477",1
"Derby","E01013478",1
"Derby","E01013479",1
"Derby","E01013480",1
"Derby","E01013481",1
"Derby","E01013482",1
"Derby","E01013483",1
"Derby","E01013484",1
"Derby","E01013485",1
"Derby","E01013486",1
"Derby","E01013487",1
"Derby","E01013488",1
"Derby","E01013489",1
"Derby","E01013490",1
"Derby","E01013491",1
"Derby","E01013492",1
"Derby","E01013493",1
"Derby","E01013494",1
"Derby","E01013495",1
"Derby","E01013496",1
"Derby","E01013497",1
"Derby","E01013498",1
"Derby","E01013499",1
"Derby","E01013500",1
"Derby","E01013501",1
"Derby","E01013502",1
"Derby","E01013503",1
"Derby","E01013504",1
"Derby","E01013505",1
"Derby","E01013506",1
"Derby","E01013507",1
"Derby","E01013508",1
"Derby","E01013509",1
"Derby","E01013510",1
"Derby","E01013511",1
"Derby","E01013512",1
"Derby","E01013513",1
"Derby","E01013514",1
"Derby","E01013515",1
"Derby","E01013516",1
"Derby","E01013517",1
"Derby","E01013518",1
"Derby","E01013519",1
"Derby","E01013520",1
"Derby","E01013521",1
"Derby","E01013522",1
"Derby","E01013523",1
"Derby","E01013524",1
"Derby","E01013525",1
"Derby","E01013526",1
"Derby","E01013527",1
"Derby","E01013528",1
"Derby","E01013529",1
"Derby","E01013530",1
"Derby","E01013531",1
"Derby","E01013532",1
"Derby","E01013533",1
"Derby","E01013534",1
"Derby","E01013535",1
"Derby","E01013536",1
"Derby","E01013537",1
"Derby","E01013538",1
"Derby","E01013539",1
"Derby","E01013540",1
"Derby","E01013541",1
"Derby","E01013542",1
"Derby","E01013543",1
"Derby","E01013544",1
"Derby","E01013545",1
"Derby","E01013546",1
"Derby","E01013547",1
"Derby","E01013548",1
"Derby","E01013549",1
"Derby","E01013550",1
"Derby","E01013551",1
"Derby","E01013552",1
"Derby","E01013553",1
"Derby","E01013554",1
"Derby","E01013555",1
"Derby","E01013556",1
"Derby","E01013557",1
"Derby","E01013558",1
"Derby","E01013559",1
"Derby","E01013560",1
"Derby","E01013561",1
"Derby","E01013562",1
"Derby","E01013563",1
"Derby","E01013564",1
"Derby","E01013565",1
"Derby","E01013566",1
"Derby","E01013567",1
"Derby","E01013568",1
"Derby","E01013569",1
"Derby","E01013570",1
"Derby","E01013571",1
"Derby","E01013572",1
"Derby","E01013573",1
"Derby","E01013574",1
"Derby","E01013575",1
"Derby","E01013576",1
"Derby","E01013577",1
"Derby","E01013578",1
"Derby","E01013579",1
"Derby","E01013580",1
"Derby","E01013581",1
"Derby","E01013582",1
"Derby","E01013583",1
"Derby","E01013584",1
"Derby","E01013585",1
"Derby","E01013586",1
"Derby","E01013587",1
"Derby","E01013588",1
"Derby","E01013589",1
"Derby","E01013590",1
"Derby","E01013591",1
"Derby","E01013592",1
"Derby","E01013593",1
"Derby","E01013594",1
"Derby","E01013595",1
"Derby","E01013596",1
"Derby","E01013597",1
"Derby","E01013598",1
"Derby","E01013599",1
"Derby","E01019405",1
"Derby","E01019406",1
"Derby","E01019407",1
"Derby","E01019408",1
"Derby","E01019409",1
"Derby","E01019410",1
"Derby","E01019411",1
"Derby","E01019412",1
"Derby","E01019413",1
"Derby","E01019414",1
"Derby","E01019415",1
"Derby","E01019416",1
"Derby","E01019417",1
"Derby","E01019418",1
"Derby","E01019419",1
"Derby","E01019420",1
"Derby","E01019421",1
"Derby","E01019422",1
"Derby","E01019423",1
"Derby","E01019424",1
"Derby","E01019425",1
"Derby","E01019426",1
"Derby","E01019427",1
"Derby","E01019428",1
"Derby","E01019429",1
"Derby","E01019430",1
"Derby","E01019442",1
"Derby","E01019443",1
"Derby","E01019445",1
"Derby","E01019446",1
"Derby","E01019447",1
"Derby","E01019448",1
"Derby","E01019449",1
"Derby","E01019450",1
"Derby","E01019454",1
"Derby","E01019455",1
"Derby","E01019456",1
"Derby","E01019457",1
"Derby","E01019458",1
"Derby","E01019459",1
"Derby","E01019460",1
"Derby","E01019461",1
"Derby","E01019462",1
"Derby","E01019463",1
"Derby","E01019465",1
"Derby","E01019467",1
"Derby","E01019470",1
"Derby","E01019472",1
"Derby","E01019473",1
"Derby","E01019474",1
"Derby","E01019475",1
"Derby","E01019476",1
"Derby","E01019477",1
"Derby","E01019594",1
"Derby","E01019595",1
"Derby","E01019596",1
"Derby","E01019597",1
"Derby","E01019598",1
"Derby","E01019603",1
"Derby","E01019605",1
"Derby","E01019607",1
"Derby","E01019611",1
"Derby","E01019616",1
"Derby","E01019619",1
"Derby","E01019629",1
"Derby","E01019633",1
"Derby","E01019634",1
"Derby","E01019635",1
"Derby","E01019636",1
"Derby","E01019654",1
"Derby","E01019655",1
"Derby","E01019670",1
"Derby","E01019671",1
"Derby","E01019683",1
"Derby","E01019684",1
"Derby","E01019685",1
"Derby","E01019686",1
"Derby","E01019687",1
"Derby","E01019701",1
"Derby","E01019702",1
"Derby","E01019703",1
"Derby","E01019704",1
"Derby","E01019832",1
"Derby","E01019833",1
"Derby","E01019834",1
"Derby","E01019835",1
"Derby","E01019839",1
"Derby","E01019840",1
"Derby","E01019841",1
"Derby","E01019847",1
"Derby","E01019848",1
"Derby","E01019849",1
"Derby","E01019853",1
"Derby","E01019854",1
"Derby","E01019855",1
"Derby","E01019868",1
"Derby","E01019869",1
"Derby","E01019873",1
"Derby","E01019874",1
"Derby","E01019875",1
"Derby","E01019880",1
"Derby","E01019881",1
"Derby","E01019882",1
"Derby","E01025924",1
"Derby","E01025925",1
"Derby","E01025926",1
"Derby","E01025927",1
"Derby","E01025928",1
"Derby","E01029467",1
"Doncaster","E01007464",1
"Doncaster","E01007465",1
"Doncaster","E01007466",1
"Doncaster","E01007467",1
"Doncaster","E01007468",1
"Doncaster","E01007469",1
"Doncaster","E01007470",1
"Doncaster","E01007471",1
"Doncaster","E01007472",1
"Doncaster","E01007473",1
"Doncaster","E01007474",1
"Doncaster","E01007475",1
"Doncaster","E01007476",1
"Doncaster","E01007477",1
"Doncaster","E01007478",1
"Doncaster","E01007479",1
"Doncaster","E01007480",1
"Doncaster","E01007481",1
"Doncaster","E01007482",1
"Doncaster","E01007483",1
"Doncaster","E01007484",1
"Doncaster","E01007485",1
"Doncaster","E01007486",1
"Doncaster","E01007487",1
"Doncaster","E01007488",1
"Doncaster","E01007489",1
"Doncaster","E01007490",1
"Doncaster","E01007491",1
"Doncaster","E01007492",1
"Doncaster","E01007493",1
"Doncaster","E01007494",1
"Doncaster","E01007495",1
"Doncaster","E01007496",1
"Doncaster","E01007497",1
"Doncaster","E01007498",1
"Doncaster","E01007499",1
"Doncaster","E01007500",1
"Doncaster","E01007501",1
"Doncaster","E01007502",1
"Doncaster","E01007503",1
"Doncaster","E01007504",1
"Doncaster","E01007505",1
"Doncaster","E01007506",1
"Doncaster","E01007507",1
"Doncaster","E01007508",1
"Doncaster","E01007509",1
"Doncaster","E01007510",1
"Doncaster","E01007511",1
"Doncaster","E01007512",1
"Doncaster","E01007513",1
"Doncaster","E01007514",1
"Doncaster","E01007515",1
"Doncaster","E01007516",1
"Doncaster","E01007517",1
"Doncaster","E01007518",1
"Doncaster","E01007519",1
"Doncaster","E01007520",1
"Doncaster","E01007521",1
"Doncaster","E01007522",1
"Doncaster","E01007523",1
"Doncaster","E01007524",1
"Doncaster","E01007525",1
"Doncaster","E01007526",1
"Doncaster","E01007527",1
"Doncaster","E01007528",1
"Doncaster","E01007529",1
"Doncaster","E01007530",1
"Doncaster","E01007531",1
"Doncaster","E01007532",1
"Doncaster","E01007533",1
"Doncaster","E01007534",1
"Doncaster","E01007535",1
"Doncaster","E01007536",1
"Doncaster","E01007537",1
"Doncaster","E01007538",1
"Doncaster","E01007539",1
"Doncaster","E01007540",1
"Doncaster","E01007541",1
"Doncaster","E01007542",1
"Doncaster","E01007543",1
"Doncaster","E01007544",1
"Doncaster","E01007545",1
"Doncaster","E01007546",1
"Doncaster","E01007547",1
"Doncaster","E01007548",1
"Doncaster","E01007549",1
"Doncaster","E01007550",1
"Doncaster","E01007551",1
"Doncaster","E01007552",1
"Doncaster","E01007553",1
"Doncaster","E01007554",1
"Doncaster","E01007555",1
"Doncaster","E01007556",1
"Doncaster","E01007557",1
"Doncaster","E01007558",1
"Doncaster","E01007559",1
"Doncaster","E01007560",1
"Doncaster","E01007561",1
"Doncaster","E01007562",1
"Doncaster","E01007563",1
"Doncaster","E01007564",1
"Doncaster","E01007565",1
"Doncaster","E01007566",1
"Doncaster","E01007567",1
"Doncaster","E01007568",1
"Doncaster","E01007569",1
"Doncaster","E01007570",1
"Doncaster","E01007571",1
"Doncaster","E01007572",1
"Doncaster","E01007573",1
"Doncaster","E01007574",1
"Doncaster","E01007575",1
"Doncaster","E01007576",1
"Doncaster","E01007577",1
"Doncaster","E01007578",1
"Doncaster","E01007579",1
"Doncaster","E01007580",1
"Doncaster","E01007581",1
"Doncaster","E01007582",1
"Doncaster","E01007583",1
"Doncaster","E01007584",1
