"TTWA11NM","lsoa01","weight"
"Slough and Heathrow","E01016520",1
"Slough and Heathrow","E01016521",1
"Slough and Heathrow","E01016525",1
"Slough and Heathrow","E01016526",1
"Slough and Heathrow","E01016527",1
"Slough and Heathrow","E01016528",1
"Slough and Heathrow","E01016529",1
"Slough and Heathrow","E01016534",1
"Slough and Heathrow","E01016535",1
"Slough and Heathrow","E01016536",1
"Slough and Heathrow","E01016537",1
"Slough and Heathrow","E01016538",1
"Slough and Heathrow","E01016539",1
"Slough and Heathrow","E01016540",1
"Slough and Heathrow","E01016541",1
"Slough and Heathrow","E01016542",1
"Slough and Heathrow","E01016543",1
"Slough and Heathrow","E01016544",1
"Slough and Heathrow","E01016545",1
"Slough and Heathrow","E01016546",1
"Slough and Heathrow","E01016547",1
"Slough and Heathrow","E01016548",1
"Slough and Heathrow","E01016549",1
"Slough and Heathrow","E01016550",1
"Slough and Heathrow","E01016551",1
"Slough and Heathrow","E01016552",1
"Slough and Heathrow","E01016553",1
"Slough and Heathrow","E01016554",1
"Slough and Heathrow","E01016555",1
"Slough and Heathrow","E01016556",1
"Slough and Heathrow","E01016557",1
"Slough and Heathrow","E01016558",1
"Slough and Heathrow","E01016559",1
"Slough and Heathrow","E01016560",1
"Slough and Heathrow","E01016561",1
"Slough and Heathrow","E01016562",1
"Slough and Heathrow","E01016563",1
"Slough and Heathrow","E01016564",1
"Slough and Heathrow","E01016565",1
"Slough and Heathrow","E01016566",1
"Slough and Heathrow","E01016567",1
"Slough and Heathrow","E01016568",1
"Slough and Heathrow","E01016569",1
"Slough and Heathrow","E01016570",1
"Slough and Heathrow","E01016571",1
"Slough and Heathrow","E01016572",1
"Slough and Heathrow","E01016573",1
"Slough and Heathrow","E01016574",1
"Slough and Heathrow","E01016575",1
"Slough and Heathrow","E01016576",1
"Slough and Heathrow","E01016577",1
"Slough and Heathrow","E01016580",1
"Slough and Heathrow","E01016582",1
"Slough and Heathrow","E01016583",1
"Slough and Heathrow","E01016584",1
"Slough and Heathrow","E01016585",1
"Slough and Heathrow","E01016586",1
"Slough and Heathrow","E01016587",1
"Slough and Heathrow","E01016588",1
"Slough and Heathrow","E01016589",1
"Slough and Heathrow","E01016590",1
"Slough and Heathrow","E01016591",1
"Slough and Heathrow","E01016592",1
"Slough and Heathrow","E01016593",1
"Slough and Heathrow","E01016594",1
"Slough and Heathrow","E01016595",1
"Slough and Heathrow","E01016596",1
"Slough and Heathrow","E01016597",1
"Slough and Heathrow","E01016598",1
"Slough and Heathrow","E01016599",1
"Slough and Heathrow","E01016600",1
"Slough and Heathrow","E01016601",1
"Slough and Heathrow","E01016602",1
"Slough and Heathrow","E01017803",1
"Slough and Heathrow","E01017804",1
"Slough and Heathrow","E01017805",1
"Slough and Heathrow","E01017806",1
"Slough and Heathrow","E01017807",1
"Slough and Heathrow","E01017808",1
"Slough and Heathrow","E01017809",1
"Slough and Heathrow","E01017810",1
"Slough and Heathrow","E01017811",1
"Slough and Heathrow","E01017812",1
"Slough and Heathrow","E01017813",1
"Slough and Heathrow","E01017814",1
"Slough and Heathrow","E01017815",1
"Slough and Heathrow","E01017816",1
"Slough and Heathrow","E01017817",1
"Slough and Heathrow","E01017823",1
"Slough and Heathrow","E01017824",1
"Slough and Heathrow","E01017825",1
"Slough and Heathrow","E01017826",1
"Slough and Heathrow","E01017827",1
"Slough and Heathrow","E01017828",1
"Slough and Heathrow","E01017829",1
"Slough and Heathrow","E01017830",1
"Slough and Heathrow","E01017831",1
"Slough and Heathrow","E01017832",1
"Slough and Heathrow","E01017833",1
"Slough and Heathrow","E01017834",1
"Slough and Heathrow","E01017835",1
"Slough and Heathrow","E01023837",1
"Slough and Heathrow","E01023838",1
"Slough and Heathrow","E01030296",1
"Slough and Heathrow","E01030297",1
"Slough and Heathrow","E01030298",1
"Slough and Heathrow","E01030299",1
"Slough and Heathrow","E01030307",1
"Slough and Heathrow","E01030308",1
"Slough and Heathrow","E01030309",1
"Slough and Heathrow","E01030310",1
"Slough and Heathrow","E01030311",1
"Slough and Heathrow","E01030312",1
"Slough and Heathrow","E01030313",1
"Slough and Heathrow","E01030314",1
"Slough and Heathrow","E01030315",1
"Slough and Heathrow","E01030316",1
"Slough and Heathrow","E01030317",1
"Slough and Heathrow","E01030318",1
"Slough and Heathrow","E01030319",1
"Slough and Heathrow","E01030320",1
"Slough and Heathrow","E01030321",1
"Slough and Heathrow","E01030322",1
"Slough and Heathrow","E01030323",1
"Slough and Heathrow","E01030324",1
"Slough and Heathrow","E01030325",1
"Slough and Heathrow","E01030326",1
"Slough and Heathrow","E01030327",1
"Slough and Heathrow","E01030328",1
"Slough and Heathrow","E01030329",1
"Slough and Heathrow","E01030330",1
"Slough and Heathrow","E01030331",1
"Slough and Heathrow","E01030332",1
"Slough and Heathrow","E01030333",1
"Slough and Heathrow","E01030334",1
"Slough and Heathrow","E01030335",1
"Slough and Heathrow","E01030336",1
"Slough and Heathrow","E01030337",1
"Slough and Heathrow","E01030338",1
"Slough and Heathrow","E01030339",1
"Slough and Heathrow","E01030340",1
"Slough and Heathrow","E01030341",1
"Slough and Heathrow","E01030348",1
"Slough and Heathrow","E01030349",1
"Slough and Heathrow","E01030350",1
"Slough and Heathrow","E01030351",1
"Slough and Heathrow","E01030352",1
"Slough and Heathrow","E01030353",1
"Slough and Heathrow","E01030354",1
"Slough and Heathrow","E01030355",1
"Slough and Heathrow","E01030356",1
"Slough and Heathrow","E01030357",1
"Slough and Heathrow","E01030358",1
"Slough and Heathrow","E01030359",1
"Slough and Heathrow","E01030360",1
"Slough and Heathrow","E01030361",1
"Slough and Heathrow","E01030362",1
"Slough and Heathrow","E01030363",1
"Slough and Heathrow","E01030364",1
"Slough and Heathrow","E01030365",1
"Slough and Heathrow","E01030366",1
"Slough and Heathrow","E01030367",1
"Slough and Heathrow","E01030368",1
"Slough and Heathrow","E01030369",1
"Slough and Heathrow","E01030370",1
"Slough and Heathrow","E01030371",1
"Slough and Heathrow","E01030372",1
"Slough and Heathrow","E01030373",1
"Slough and Heathrow","E01030374",1
"Slough and Heathrow","E01030375",1
"Slough and Heathrow","E01030376",1
"Slough and Heathrow","E01030645",1
"Slough and Heathrow","E01030646",1
"Slough and Heathrow","E01030647",1
"Slough and Heathrow","E01030648",1
"Slough and Heathrow","E01030649",1
"Slough and Heathrow","E01030650",1
"Slough and Heathrow","E01030651",1
"Slough and Heathrow","E01030652",1
"Slough and Heathrow","E01030653",1
"Slough and Heathrow","E01030654",1
"Slough and Heathrow","E01030655",1
"Slough and Heathrow","E01030656",1
"Slough and Heathrow","E01030657",1
"Slough and Heathrow","E01030658",1
"Slough and Heathrow","E01030659",1
"Slough and Heathrow","E01030660",1
"Slough and Heathrow","E01030661",1
"Slough and Heathrow","E01030662",1
"Slough and Heathrow","E01030663",1
"Slough and Heathrow","E01030664",1
"Slough and Heathrow","E01030665",1
"Slough and Heathrow","E01030666",1
"Slough and Heathrow","E01030667",1
"Slough and Heathrow","E01030668",1
"Slough and Heathrow","E01030669",1
"Slough and Heathrow","E01030670",1
"Slough and Heathrow","E01030671",1
"Slough and Heathrow","E01030672",1
"Slough and Heathrow","E01030673",1
"Slough and Heathrow","E01030674",1
"Slough and Heathrow","E01030675",1
"Slough and Heathrow","E01030676",1
"Slough and Heathrow","E01030677",1
"Slough and Heathrow","E01030685",1
"Slough and Heathrow","E01030686",1
"Slough and Heathrow","E01030687",1
"Slough and Heathrow","E01030688",1
"Slough and Heathrow","E01030689",1
"Slough and Heathrow","E01030690",1
"Slough and Heathrow","E01030691",1
"Slough and Heathrow","E01030692",1
"Slough and Heathrow","E01030697",1
"Slough and Heathrow","E01030698",1
"Slough and Heathrow","E01030699",1
"Slough and Heathrow","E01030700",1
"Slough and Heathrow","E01030701",1
"Slough and Heathrow","E01030702",1
"Slough and Heathrow","E01030703",1
"Slough and Heathrow","E01030704",1
"Slough and Heathrow","E01030705",1
"Slough and Heathrow","E01030706",1
"Slough and Heathrow","E01030707",1
"Slough and Heathrow","E01030708",1
"Slough and Heathrow","E01030709",1
"Slough and Heathrow","E01030710",1
"Slough and Heathrow","E01030711",1
"Slough and Heathrow","E01030712",1
"Slough and Heathrow","E01030713",1
"Slough and Heathrow","E01030714",1
"Slough and Heathrow","E01030715",1
"Slough and Heathrow","E01030716",1
"Slough and Heathrow","E01030717",1
"Slough and Heathrow","E01030718",1
"Slough and Heathrow","E01030719",1
"Slough and Heathrow","E01030720",1
"Slough and Heathrow","E01030721",1
"Slough and Heathrow","E01030722",1
"Slough and Heathrow","E01030723",1
"Slough and Heathrow","E01030724",1
"Slough and Heathrow","E01030725",1
"Slough and Heathrow","E01030726",1
"Slough and Heathrow","E01030727",1
"Slough and Heathrow","E01030728",1
"Slough and Heathrow","E01030729",1
"Slough and Heathrow","E01030730",1
"Slough and Heathrow","E01030731",1
"Slough and Heathrow","E01030732",1
"Slough and Heathrow","E01030733",1
"Slough and Heathrow","E01030734",1
"Slough and Heathrow","E01030735",1
"Slough and Heathrow","E01030736",1
"Slough and Heathrow","E01030737",1
"Slough and Heathrow","E01030738",1
"Slough and Heathrow","E01030739",1
"Slough and Heathrow","E01030740",1
"Slough and Heathrow","E01030741",1
"Slough and Heathrow","E01030742",1
"Slough and Heathrow","E01030743",1
"Slough and Heathrow","E01030744",1
"Slough and Heathrow","E01030745",1
"Slough and Heathrow","E01030746",1
"Slough and Heathrow","E01030747",1
"Slough and Heathrow","E01030748",1
"Slough and Heathrow","E01030749",1
"Slough and Heathrow","E01030750",1
"Slough and Heathrow","E01030751",1
"Slough and Heathrow","E01030752",1
"Slough and Heathrow","E01030753",1
"Slough and Heathrow","E01030754",1
"Slough and Heathrow","E01030755",1
"Slough and Heathrow","E01030756",1
"Southampton","E01017136",1
"Southampton","E01017137",1
"Southampton","E01017138",1
"Southampton","E01017139",1
"Southampton","E01017140",1
"Southampton","E01017141",1
"Southampton","E01017142",1
"Southampton","E01017143",1
"Southampton","E01017144",1
"Southampton","E01017145",1
"Southampton","E01017146",1
"Southampton","E01017147",1
"Southampton","E01017148",1
"Southampton","E01017149",1
"Southampton","E01017150",1
"Southampton","E01017151",1
"Southampton","E01017152",1
"Southampton","E01017153",1
"Southampton","E01017154",1
"Southampton","E01017155",1
"Southampton","E01017156",1
"Southampton","E01017157",1
"Southampton","E01017158",1
"Southampton","E01017159",1
"Southampton","E01017160",1
"Southampton","E01017161",1
"Southampton","E01017162",1
"Southampton","E01017163",1
"Southampton","E01017164",1
"Southampton","E01017165",1
"Southampton","E01017166",1
"Southampton","E01017167",1
"Southampton","E01017168",1
"Southampton","E01017169",1
"Southampton","E01017170",1
"Southampton","E01017171",1
"Southampton","E01017172",1
"Southampton","E01017173",1
"Southampton","E01017174",1
"Southampton","E01017175",1
"Southampton","E01017176",1
"Southampton","E01017177",1
"Southampton","E01017178",1
"Southampton","E01017179",1
"Southampton","E01017180",1
"Southampton","E01017181",1
"Southampton","E01017182",1
"Southampton","E01017183",1
"Southampton","E01017184",1
"Southampton","E01017185",1
"Southampton","E01017186",1
"Southampton","E01017187",1
"Southampton","E01017188",1
"Southampton","E01017189",1
"Southampton","E01017190",1
"Southampton","E01017191",1
"Southampton","E01017192",1
"Southampton","E01017193",1
"Southampton","E01017194",1
"Southampton","E01017195",1
"Southampton","E01017196",1
"Southampton","E01017197",1
"Southampton","E01017198",1
"Southampton","E01017199",1
"Southampton","E01017200",1
"Southampton","E01017201",1
"Southampton","E01017202",1
"Southampton","E01017203",1
"Southampton","E01017204",1
"Southampton","E01017205",1
"Southampton","E01017206",1
"Southampton","E01017207",1
"Southampton","E01017208",1
"Southampton","E01017209",1
"Southampton","E01017210",1
"Southampton","E01017211",1
"Southampton","E01017212",1
"Southampton","E01017213",1
"Southampton","E01017214",1
"Southampton","E01017215",1
"Southampton","E01017216",1
"Southampton","E01017217",1
"Southampton","E01017218",1
"Southampton","E01017219",1
"Southampton","E01017220",1
"Southampton","E01017221",1
"Southampton","E01017222",1
"Southampton","E01017223",1
"Southampton","E01017224",1
"Southampton","E01017225",1
"Southampton","E01017226",1
"Southampton","E01017227",1
"Southampton","E01017228",1
"Southampton","E01017229",1
"Southampton","E01017230",1
"Southampton","E01017231",1
"Southampton","E01017232",1
"Southampton","E01017233",1
"Southampton","E01017234",1
"Southampton","E01017235",1
"Southampton","E01017236",1
"Southampton","E01017237",1
"Southampton","E01017238",1
"Southampton","E01017239",1
"Southampton","E01017240",1
"Southampton","E01017241",1
"Southampton","E01017242",1
"Southampton","E01017243",1
"Southampton","E01017244",1
"Southampton","E01017245",1
"Southampton","E01017246",1
"Southampton","E01017247",1
"Southampton","E01017248",1
"Southampton","E01017249",1
"Southampton","E01017250",1
"Southampton","E01017251",1
"Southampton","E01017252",1
"Southampton","E01017253",1
"Southampton","E01017254",1
"Southampton","E01017255",1
"Southampton","E01017256",1
"Southampton","E01017257",1
"Southampton","E01017258",1
"Southampton","E01017259",1
"Southampton","E01017260",1
"Southampton","E01017261",1
"Southampton","E01017262",1
"Southampton","E01017263",1
"Southampton","E01017264",1
"Southampton","E01017265",1
"Southampton","E01017266",1
"Southampton","E01017267",1
"Southampton","E01017268",1
"Southampton","E01017269",1
"Southampton","E01017270",1
"Southampton","E01017271",1
"Southampton","E01017272",1
"Southampton","E01017273",1
"Southampton","E01017274",1
"Southampton","E01017275",1
"Southampton","E01017276",1
"Southampton","E01017277",1
"Southampton","E01017278",1
"Southampton","E01017279",1
"Southampton","E01017280",1
"Southampton","E01017281",1
"Southampton","E01022593",1
"Southampton","E01022595",1
"Southampton","E01022627",1
"Southampton","E01022643",1
"Southampton","E01022644",1
"Southampton","E01022645",1
"Southampton","E01022646",1
"Southampton","E01022647",1
"Southampton","E01022648",1
"Southampton","E01022649",1
"Southampton","E01022650",1
"Southampton","E01022651",1
"Southampton","E01022652",1
"Southampton","E01022653",1
"Southampton","E01022654",1
"Southampton","E01022655",1
"Southampton","E01022656",1
"Southampton","E01022657",1
"Southampton","E01022658",1
"Southampton","E01022659",1
"Southampton","E01022660",1
"Southampton","E01022661",1
"Southampton","E01022662",1
"Southampton","E01022663",1
"Southampton","E01022664",1
"Southampton","E01022665",1
"Southampton","E01022666",1
"Southampton","E01022667",1
"Southampton","E01022668",1
"Southampton","E01022669",1
"Southampton","E01022670",1
"Southampton","E01022671",1
"Southampton","E01022672",1
"Southampton","E01022673",1
"Southampton","E01022674",1
"Southampton","E01022675",1
"Southampton","E01022676",1
"Southampton","E01022677",1
"Southampton","E01022678",1
"Southampton","E01022679",1
"Southampton","E01022680",1
"Southampton","E01022681",1
"Southampton","E01022682",1
"Southampton","E01022683",1
"Southampton","E01022684",1
"Southampton","E01022685",1
"Southampton","E01022686",1
"Southampton","E01022687",1
"Southampton","E01022688",1
"Southampton","E01022689",1
"Southampton","E01022690",1
"Southampton","E01022691",1
"Southampton","E01022692",1
"Southampton","E01022693",1
"Southampton","E01022694",1
"Southampton","E01022695",1
"Southampton","E01022696",1
"Southampton","E01022697",1
"Southampton","E01022698",1
"Southampton","E01022699",1
"Southampton","E01022700",1
"Southampton","E01022701",1
"Southampton","E01022702",1
"Southampton","E01022703",1
"Southampton","E01022704",1
"Southampton","E01022705",1
"Southampton","E01022706",1
"Southampton","E01022707",1
"Southampton","E01022708",1
"Southampton","E01022709",1
"Southampton","E01022710",1
"Southampton","E01022711",1
"Southampton","E01022712",1
"Southampton","E01022713",1
"Southampton","E01022714",1
"Southampton","E01022715",1
"Southampton","E01022716",1
"Southampton","E01022717",1
"Southampton","E01022718",1
"Southampton","E01022719",1
"Southampton","E01022749",1
"Southampton","E01022750",1
"Southampton","E01022751",1
"Southampton","E01022752",1
"Southampton","E01022753",1
"Southampton","E01022754",1
"Southampton","E01022755",1
"Southampton","E01022756",1
"Southampton","E01022757",1
"Southampton","E01022758",1
"Southampton","E01022771",1
"Southampton","E01022772",1
"Southampton","E01022773",1
"Southampton","E01022774",1
"Southampton","E01022785",1
"Southampton","E01022787",1
"Southampton","E01022788",1
"Southampton","E01022789",1
"Southampton","E01022790",1
"Southampton","E01022791",1
"Southampton","E01022792",1
"Southampton","E01022793",1
"Southampton","E01022977",1
"Southampton","E01022978",1
"Southampton","E01022979",1
"Southampton","E01022980",1
"Southampton","E01022989",1
"Southampton","E01022990",1
"Southampton","E01022991",1
"Southampton","E01022992",1
"Southampton","E01022993",1
"Southampton","E01022998",1
"Southampton","E01022999",1
"Southampton","E01023000",1
"Southampton","E01023001",1
"Southampton","E01023002",1
"Southampton","E01023003",1
"Southampton","E01023004",1
"Southampton","E01023005",1
"Southampton","E01023006",1
"Southampton","E01023007",1
"Southampton","E01023008",1
"Southampton","E01023009",1
"Southampton","E01023010",1
"Southampton","E01023013",1
"Southampton","E01023014",1
"Southampton","E01023015",1
"Southampton","E01023016",1
"Southampton","E01023027",1
"Southampton","E01023028",1
"Southampton","E01023029",1
"Southampton","E01023030",1
"Southampton","E01023031",1
"Southampton","E01023032",1
"Southampton","E01023033",1
"Southampton","E01023034",1
"Southampton","E01023035",1
"Southampton","E01023036",1
"Southampton","E01023037",1
"Southampton","E01023038",1
"Southampton","E01023039",1
"Southampton","E01023040",1
"Southampton","E01023041",1
"Southampton","E01023042",1
"Southampton","E01023043",1
"Southampton","E01023044",1
"Southampton","E01023045",1
"Southampton","E01023046",1
"Southampton","E01023047",1
"Southampton","E01023048",1
"Southampton","E01023049",1
"Southampton","E01023050",1
"Southampton","E01023051",1
"Southampton","E01023052",1
"Southampton","E01023053",1
"Southampton","E01023058",1
"Southampton","E01023059",1
"Southampton","E01023060",1
"Southampton","E01023061",1
"Southampton","E01023072",1
"Southampton","E01023073",1
"Southampton","E01023074",1
"Southampton","E01023075",1
"Southampton","E01023076",1
"Southampton","E01023077",1
"Southampton","E01023078",1
"Southampton","E01023079",1
"Southampton","E01023080",1
"Southampton","E01023081",1
"Southampton","E01023082",1
"Southampton","E01023083",1
"Southampton","E01023084",1
"Southampton","E01023085",1
"Southampton","E01023086",1
"Southampton","E01023087",1
"Southampton","E01023088",1
"Southampton","E01023089",1
"Southampton","E01023090",1
"Southampton","E01023150",1
"Southampton","E01023151",1
"Southampton","E01023152",1
"Southampton","E01023158",1
"Southampton","E01023162",1
"Southampton","E01023163",1
"Southampton","E01023164",1
"Southampton","E01023170",1
"Southampton","E01023171",1
"Southampton","E01023172",1
"Southampton","E01023173",1
"Southampton","E01023174",1
"Southampton","E01023175",1
"Southampton","E01023176",1
"Southampton","E01023177",1
"Southampton","E01023184",1
"Southampton","E01023185",1
"Southampton","E01023191",1
"Southampton","E01023192",1
"Southampton","E01023193",1
"Southampton","E01023194",1
"Southampton","E01023199",1
"Southampton","E01023200",1
"Southampton","E01023206",1
"Southampton","E01023207",1
"Southampton","E01023208",1
"Southampton","E01023209",1
"Southampton","E01023210",1
"Southampton","E01023211",1
"Southampton","E01023212",1
"Southampton","E01023213",1
"Southampton","E01023214",1
"Southampton","E01023220",1
"Southampton","E01023221",1
"Southampton","E01023222",1
"Southampton","E01023223",1
"Southampton","E01023225",1
"Southampton","E01023226",1
"Southampton","E01023227",1
"Southampton","E01023228",1
"Southampton","E01023229",1
"Southampton","E01023230",1
"Southampton","E01023236",1
"Southampton","E01023237",1
"Southampton","E01023238",1
"Southampton","E01023239",1
"Southampton","E01023240",1
"Southampton","E01023241",1
"Southampton","E01023242",1
"Southampton","E01023243",1
"Southampton","E01023244",1
"Southampton","E01023245",1
"Southampton","E01023246",1
"Southampton","E01023247",1
"Southampton","E01023248",1
"Southampton","E01023249",1
"Southampton","E01023250",1
"Southampton","E01023251",1
"Southampton","E01023252",1
"Southampton","E01023253",1
"Southampton","E01023254",1
"Southampton","E01023255",1
"Southampton","E01023256",1
"Southampton","E01023257",1
"Southampton","E01023258",1
"Southampton","E01023259",1
"Southampton","E01023260",1
"Southampton","E01023261",1
"Southampton","E01023262",1
"Southampton","E01023263",1
"Southampton","E01023264",1
"Southampton","E01023265",1
"Southampton","E01023266",1
"Southampton","E01023267",1
"Southampton","E01023268",1
"Southampton","E01023269",1
"Southampton","E01023270",1
"Southampton","E01023271",1
"Southampton","E01023272",1
"Southampton","E01023273",1
"Southampton","E01023274",1
"Southampton","E01023275",1
"Southampton","E01023276",1
"Southampton","E01023278",1
"Southampton","E01023279",1
"Southampton","E01023280",1
"Southampton","E01023281",1
"Southampton","E01023282",1
"Southampton","E01023283",1
"Southampton","E01023287",1
"Southampton","E01023288",1
"Southend","E01015814",1
"Southend","E01015815",1
"Southend","E01015816",1
"Southend","E01015817",1
"Southend","E01015818",1
"Southend","E01015819",1
"Southend","E01015820",1
"Southend","E01015821",1
"Southend","E01015822",1
"Southend","E01015823",1
"Southend","E01015824",1
"Southend","E01015825",1
"Southend","E01015826",1
"Southend","E01015827",1
"Southend","E01015828",1
"Southend","E01015829",1
"Southend","E01015830",1
"Southend","E01015831",1
"Southend","E01015832",1
"Southend","E01015833",1
"Southend","E01015834",1
"Southend","E01015835",1
"Southend","E01015836",1
"Southend","E01015837",1
"Southend","E01015838",1
"Southend","E01015839",1
"Southend","E01015840",1
"Southend","E01015841",1
"Southend","E01015842",1
"Southend","E01015843",1
"Southend","E01015844",1
"Southend","E01015845",1
"Southend","E01015846",1
"Southend","E01015847",1
"Southend","E01015848",1
"Southend","E01015849",1
"Southend","E01015850",1
"Southend","E01015851",1
"Southend","E01015852",1
"Southend","E01015853",1
"Southend","E01015854",1
"Southend","E01015855",1
"Southend","E01015856",1
"Southend","E01015857",1
"Southend","E01015858",1
"Southend","E01015859",1
"Southend","E01015860",1
"Southend","E01015861",1
"Southend","E01015862",1
"Southend","E01015863",1
"Southend","E01015864",1
"Southend","E01015865",1
"Southend","E01015866",1
"Southend","E01015867",1
"Southend","E01015868",1
"Southend","E01015869",1
"Southend","E01015870",1
"Southend","E01015871",1
"Southend","E01015872",1
"Southend","E01015873",1
"Southend","E01015874",1
"Southend","E01015875",1
"Southend","E01015876",1
"Southend","E01015877",1
"Southend","E01015878",1
"Southend","E01015879",1
"Southend","E01015880",1
"Southend","E01015881",1
"Southend","E01015882",1
"Southend","E01015883",1
"Southend","E01015884",1
"Southend","E01015885",1
"Southend","E01015886",1
"Southend","E01015887",1
"Southend","E01015888",1
"Southend","E01015889",1
"Southend","E01015890",1
"Southend","E01015891",1
"Southend","E01015892",1
"Southend","E01015893",1
"Southend","E01015894",1
"Southend","E01015895",1
"Southend","E01015896",1
"Southend","E01015897",1
"Southend","E01015898",1
"Southend","E01015899",1
"Southend","E01015900",1
"Southend","E01015901",1
"Southend","E01015902",1
"Southend","E01015903",1
"Southend","E01015904",1
"Southend","E01015905",1
"Southend","E01015906",1
"Southend","E01015907",1
"Southend","E01015908",1
"Southend","E01015909",1
"Southend","E01015910",1
"Southend","E01015911",1
"Southend","E01015912",1
"Southend","E01015913",1
"Southend","E01015914",1
"Southend","E01015915",1
"Southend","E01015916",1
"Southend","E01015917",1
"Southend","E01015918",1
"Southend","E01015919",1
"Southend","E01015920",1
"Southend","E01015938",1
"Southend","E01015943",1
"Southend","E01015944",1
"Southend","E01015945",1
"Southend","E01015946",1
"Southend","E01015947",1
"Southend","E01015948",1
"Southend","E01015949",1
"Southend","E01015950",1
"Southend","E01015983",1
"Southend","E01015984",1
"Southend","E01015985",1
"Southend","E01015986",1
"Southend","E01015987",1
"Southend","E01015988",1
"Southend","E01015989",1
"Southend","E01015990",1
"Southend","E01015991",1
"Southend","E01015992",1
"Southend","E01015997",1
"Southend","E01015998",1
"Southend","E01015999",1
"Southend","E01016000",1
"Southend","E01016001",1
"Southend","E01016002",1
"Southend","E01016003",1
"Southend","E01016004",1
"Southend","E01016005",1
"Southend","E01016006",1
"Southend","E01016007",1
"Southend","E01016008",1
"Southend","E01016009",1
"Southend","E01016010",1
"Southend","E01021237",1
"Southend","E01021238",1
"Southend","E01021239",1
"Southend","E01021240",1
"Southend","E01021241",1
"Southend","E01021242",1
"Southend","E01021243",1
"Southend","E01021244",1
"Southend","E01021245",1
"Southend","E01021246",1
"Southend","E01021247",1
"Southend","E01021248",1
"Southend","E01021249",1
"Southend","E01021250",1
"Southend","E01021251",1
"Southend","E01021252",1
"Southend","E01021253",1
"Southend","E01021254",1
"Southend","E01021255",1
"Southend","E01021256",1
"Southend","E01021257",1
"Southend","E01021258",1
"Southend","E01021259",1
"Southend","E01021260",1
"Southend","E01021261",1
"Southend","E01021262",1
"Southend","E01021263",1
"Southend","E01021264",1
"Southend","E01021265",1
"Southend","E01021266",1
"Southend","E01021267",1
"Southend","E01021268",1
"Southend","E01021269",1
"Southend","E01021270",1
"Southend","E01021271",1
"Southend","E01021272",1
"Southend","E01021273",1
"Southend","E01021274",1
"Southend","E01021275",1
"Southend","E01021276",1
"Southend","E01021277",1
"Southend","E01021278",1
"Southend","E01021279",1
"Southend","E01021282",1
"Southend","E01021283",1
"Southend","E01021286",1
"Southend","E01021287",1
"Southend","E01021288",1
"Southend","E01021289",1
"Southend","E01021290",1
"Southend","E01021291",1
"Southend","E01021292",1
"Southend","E01021293",1
"Southend","E01021294",1
"Southend","E01021295",1
"Southend","E01021296",1
"Southend","E01021297",1
"Southend","E01021298",1
"Southend","E01021299",1
"Southend","E01021300",1
"Southend","E01021301",1
"Southend","E01021302",1
"Southend","E01021303",1
"Southend","E01021304",1
"Southend","E01021305",1
"Southend","E01021306",1
"Southend","E01021307",1
"Southend","E01021308",1
"Southend","E01021309",1
"Southend","E01021310",1
"Southend","E01021311",1
"Southend","E01021312",1
"Southend","E01021313",1
"Southend","E01021314",1
"Southend","E01021315",1
"Southend","E01021316",1
"Southend","E01021317",1
"Southend","E01021318",1
"Southend","E01021319",1
"Southend","E01021320",1
"Southend","E01021321",1
"Southend","E01021322",1
"Southend","E01021323",1
"Southend","E01021324",1
"Southend","E01021325",1
"Southend","E01021326",1
"Southend","E01021327",1
"Southend","E01021328",1
"Southend","E01021329",1
"Southend","E01021330",1
"Southend","E01021331",1
"Southend","E01021332",1
"Southend","E01021333",1
"Southend","E01021334",1
"Southend","E01021335",1
"Southend","E01021336",1
"Southend","E01021337",1
"Southend","E01021338",1
"Southend","E01021339",1
"Southend","E01021340",1
"Southend","E01021341",1
"Southend","E01021342",1
"Southend","E01021343",1
"Southend","E01021344",1
"Southend","E01021345",1
"Southend","E01021346",1
"Southend","E01021446",1
"Southend","E01021476",1
"Southend","E01021477",1
"Southend","E01021478",1
"Southend","E01021479",1
"Southend","E01021480",1
"Southend","E01021481",1
"Southend","E01021482",1
"Southend","E01021483",1
"Southend","E01021484",1
"Southend","E01021485",1
"Southend","E01021486",1
"Southend","E01021487",1
"Southend","E01021488",1
"Southend","E01021489",1
"Southend","E01021490",1
"Southend","E01021491",1
"Southend","E01021492",1
"Southend","E01021493",1
"Southend","E01021494",1
"Southend","E01021495",1
"Southend","E01021496",1
"Southend","E01021497",1
"Southend","E01021498",1
"Southend","E01021499",1
"Southend","E01021500",1
"Southend","E01021501",1
"Southend","E01021502",1
"Southend","E01021503",1
"Southend","E01021504",1
"Southend","E01021505",1
"Southend","E01021506",1
"Southend","E01021507",1
"Southend","E01021508",1
"Southend","E01021509",1
"Southend","E01021510",1
"Southend","E01021511",1
"Southend","E01021512",1
"Southend","E01021513",1
"Southend","E01021514",1
"Southend","E01021515",1
"Southend","E01021516",1
"Southend","E01021517",1
"Southend","E01021518",1
"Southend","E01021519",1
"Southend","E01021520",1
"Southend","E01021521",1
"Southend","E01021522",1
"Southend","E01021523",1
"Southend","E01021524",1
"Southend","E01021525",1
"Southend","E01021526",1
"Southend","E01021527",1
"Southend","E01021528",1
"Southend","E01021529",1
"Southend","E01021530",1
"Southend","E01021531",1
"Southend","E01021532",1
"Southend","E01021593",1
"Southend","E01021595",1
"Southend","E01021914",1
