"","lsoa01cd","fua"
"12226","E01013226",NA
"12227","E01013227",NA
"12228","E01013228",NA
"12229","E01013229",NA
"12230","E01013230",NA
"12231","E01013231",NA
"12232","E01013232",NA
"12233","E01013233",NA
"12234","E01013234",NA
"12235","E01013235",NA
"12236","E01013236",NA
"12237","E01013237",NA
"12238","E01013238",NA
"12239","E01013239",NA
"12240","E01013240",NA
"12241","E01013241",NA
"12242","E01013242",NA
"12243","E01013243",NA
"12244","E01013244",NA
"12245","E01013245",NA
"12246","E01013246",NA
"12247","E01013247",NA
"12248","E01013248",NA
"12249","E01013249",NA
"12250","E01013250",NA
"12251","E01013251",NA
"12252","E01013252",NA
"12253","E01013253",NA
"12254","E01013254",NA
"12255","E01013255",NA
"12256","E01013256",NA
"12257","E01013257",NA
"12258","E01013258",NA
"12259","E01013259",NA
"12260","E01013260",NA
"12261","E01013261",NA
"12262","E01013262",NA
"12263","E01013263",NA
"12264","E01013264",NA
"12265","E01013265",NA
"12266","E01013266",NA
"12267","E01013267",NA
"12268","E01013268",NA
"12269","E01013269",NA
"12270","E01013270",NA
"12271","E01013271",NA
"12272","E01013272",NA
"12273","E01013273",NA
"12274","E01013274",NA
"12275","E01013275",NA
"12276","E01013276",NA
"12277","E01013277",NA
"12278","E01013278",NA
"12279","E01013279",NA
"12280","E01013280",NA
"12281","E01013281",NA
"12282","E01013282",NA
"12283","E01013283",NA
"12284","E01013284",NA
"12285","E01013285",NA
"12286","E01013286",NA
"12287","E01013287",NA
"12288","E01013288",NA
"12289","E01013289",NA
"12290","E01013290",NA
"12291","E01013291",NA
"12292","E01013292",NA
"12293","E01013293",NA
"12294","E01013294",NA
"12295","E01013295",NA
"12296","E01013296",NA
"12297","E01013297",NA
"12298","E01013298",NA
"12299","E01013299",NA
"12300","E01013300",NA
"12301","E01013301",NA
"12302","E01013302",NA
"12303","E01013303",NA
"12304","E01013304",NA
"12305","E01013305",NA
"12306","E01013306",NA
"12307","E01013307",NA
"12308","E01013308",NA
"12309","E01013309",NA
"12310","E01013310",NA
"12311","E01013311",NA
"12312","E01013312",NA
"12313","E01013313",NA
"12314","E01013314",NA
"12315","E01013315",NA
"12316","E01013316",NA
"12317","E01013317",NA
"12318","E01013318",NA
"12319","E01013319",NA
"12320","E01013320",NA
"12321","E01013321",NA
"12322","E01013322",NA
"12323","E01013323",NA
"12324","E01013324",NA
"12325","E01013325",NA
"12326","E01013326",NA
"12327","E01013327",NA
"12328","E01013328",NA
"12329","E01013329",NA
"12330","E01013330",NA
"12331","E01013331",NA
"12332","E01013332",NA
"12333","E01013333",NA
"12334","E01013334",NA
"12335","E01013335",NA
"12336","E01013336",NA
"12337","E01013337",NA
"12338","E01013338",NA
"12339","E01013339",NA
"12340","E01013340",NA
"12341","E01013341",NA
"12342","E01013342",NA
"12343","E01013343",NA
"12344","E01013344",NA
"12345","E01013345",NA
"12346","E01013346",NA
"12347","E01013347",NA
"12348","E01013348",NA
"12349","E01013349",NA
"12350","E01013350",NA
"12351","E01013351",NA
"12352","E01013352",NA
"12353","E01013353",NA
"12354","E01013354",NA
"12355","E01013355",NA
"12356","E01013356",NA
"12357","E01013357",NA
"12358","E01013358",NA
"12359","E01013359",NA
"12360","E01013360",NA
"12361","E01013361",NA
"12362","E01013362",NA
"12363","E01013363",NA
"12364","E01013364",NA
"12365","E01013365",NA
"12366","E01013366",NA
"12367","E01013367",NA
"12368","E01013368",NA
"12369","E01013369",NA
"12370","E01013370",NA
"12371","E01013371",NA
"12372","E01013372",NA
"12373","E01013373",NA
"12374","E01013374",NA
"12375","E01013375",NA
"12376","E01013376",NA
"12377","E01013377",NA
"12378","E01013378",NA
"12379","E01013379",NA
"12380","E01013380",NA
"12381","E01013381",NA
"12382","E01013382",NA
"12383","E01013383",NA
"12384","E01013384",NA
"12385","E01013385",NA
"12386","E01013386",NA
"12387","E01013387",NA
"12388","E01013388",NA
"12389","E01013389",NA
"12390","E01013390",NA
"12391","E01013391",NA
"12392","E01013392",NA
"12393","E01013393",NA
"12394","E01013394",NA
"12395","E01013395",NA
"12396","E01013396",NA
"12397","E01013397",NA
"12398","E01013398",NA
"12399","E01013399",NA
"12400","E01013400",NA
"12401","E01013401",NA
"12402","E01013402",NA
"12403","E01013403",NA
"12404","E01013404",NA
"12405","E01013405",NA
"12406","E01013406",NA
"12407","E01013407",NA
"12408","E01013408",NA
"12409","E01013409",NA
"12410","E01013410",NA
"12411","E01013411",NA
"12412","E01013412",NA
"12413","E01013413",NA
"12414","E01013414",NA
"12415","E01013415",NA
"12416","E01013416",NA
"12417","E01013417",NA
"12418","E01013418",NA
"12419","E01013419",NA
"12420","E01013420",NA
"12421","E01013421",NA
"12422","E01013422",NA
"12423","E01013423",NA
"12424","E01013424",NA
"12425","E01013425",NA
"12426","E01013426",NA
"12427","E01013427",NA
"12428","E01013428",NA
"12429","E01013429",NA
"12430","E01013430",NA
"12431","E01013431",NA
"12432","E01013432",NA
"12433","E01013433",NA
"12434","E01013434",NA
"12435","E01013435",NA
"12436","E01013436",NA
"12437","E01013437",NA
"12438","E01013438",NA
"12439","E01013439",NA
"12440","E01013440",NA
"12441","E01013441",NA
"12442","E01013442",NA
"12443","E01013443",NA
"12444","E01013444",NA
"12445","E01013445",NA
"12446","E01013446",NA
"12447","E01013447",NA
"12448","E01013448",NA
"12449","E01013449",NA
"12450","E01013450",NA
"12451","E01013451",NA
"12452","E01013452",NA
"12453","E01013453","Derby"
"12454","E01013454","Derby"
"12455","E01013455","Derby"
"12456","E01013456","Derby"
"12457","E01013457","Derby"
"12458","E01013458","Derby"
"12459","E01013459","Derby"
"12460","E01013460","Derby"
"12461","E01013461","Derby"
"12462","E01013462","Derby"
"12463","E01013463","Derby"
"12464","E01013464","Derby"
"12465","E01013465","Derby"
"12466","E01013466","Derby"
"12467","E01013467","Derby"
"12468","E01013468","Derby"
"12469","E01013469","Derby"
"12470","E01013470","Derby"
"12471","E01013471","Derby"
"12472","E01013472","Derby"
"12473","E01013473","Derby"
"12474","E01013474","Derby"
"12475","E01013475","Derby"
"12476","E01013476","Derby"
"12477","E01013477","Derby"
"12478","E01013478","Derby"
"12479","E01013479","Derby"
"12480","E01013480","Derby"
"12481","E01013481","Derby"
"12482","E01013482","Derby"
"12483","E01013483","Derby"
"12484","E01013484","Derby"
"12485","E01013485","Derby"
"12486","E01013486","Derby"
"12487","E01013487","Derby"
"12488","E01013488","Derby"
"12489","E01013489","Derby"
"12490","E01013490","Derby"
"12491","E01013491","Derby"
"12492","E01013492","Derby"
"12493","E01013493","Derby"
"12494","E01013494","Derby"
"12495","E01013495","Derby"
"12496","E01013496","Derby"
"12497","E01013497","Derby"
"12498","E01013498","Derby"
"12499","E01013499","Derby"
"12500","E01013500","Derby"
"12501","E01013501","Derby"
"12502","E01013502","Derby"
"12503","E01013503","Derby"
"12504","E01013504","Derby"
"12505","E01013505","Derby"
"12506","E01013506","Derby"
"12507","E01013507","Derby"
"12508","E01013508","Derby"
"12509","E01013509","Derby"
"12510","E01013510","Derby"
"12511","E01013511","Derby"
"12512","E01013512","Derby"
"12513","E01013513","Derby"
"12514","E01013514","Derby"
"12515","E01013515","Derby"
"12516","E01013516","Derby"
"12517","E01013517","Derby"
"12518","E01013518","Derby"
"12519","E01013519","Derby"
"12520","E01013520","Derby"
"12521","E01013521","Derby"
"12522","E01013522","Derby"
"12523","E01013523","Derby"
"12524","E01013524","Derby"
"12525","E01013525","Derby"
"12526","E01013526","Derby"
"12527","E01013527","Derby"
"12528","E01013528","Derby"
"12529","E01013529","Derby"
"12530","E01013530","Derby"
"12531","E01013531","Derby"
"12532","E01013532","Derby"
"12533","E01013533","Derby"
"12534","E01013534","Derby"
"12535","E01013535","Derby"
"12536","E01013536","Derby"
"12537","E01013537","Derby"
"12538","E01013538","Derby"
"12539","E01013539","Derby"
"12540","E01013540","Derby"
"12541","E01013541","Derby"
"12542","E01013542","Derby"
"12543","E01013543","Derby"
"12544","E01013544","Derby"
"12545","E01013545","Derby"
"12546","E01013546","Derby"
"12547","E01013547","Derby"
"12548","E01013548","Derby"
"12549","E01013549","Derby"
"12550","E01013550","Derby"
"12551","E01013551","Derby"
"12552","E01013552","Derby"
"12553","E01013553","Derby"
"12554","E01013554","Derby"
"12555","E01013555","Derby"
"12556","E01013556","Derby"
"12557","E01013557","Derby"
"12558","E01013558","Derby"
"12559","E01013559","Derby"
"12560","E01013560","Derby"
"12561","E01013561","Derby"
"12562","E01013562","Derby"
"12563","E01013563","Derby"
"12564","E01013564","Derby"
"12565","E01013565","Derby"
"12566","E01013566","Derby"
"12567","E01013567","Derby"
"12568","E01013568","Derby"
"12569","E01013569","Derby"
"12570","E01013570","Derby"
"12571","E01013571","Derby"
"12572","E01013572","Derby"
"12573","E01013573","Derby"
"12574","E01013574","Derby"
"12575","E01013575","Derby"
"12576","E01013576","Derby"
"12577","E01013577","Derby"
"12578","E01013578","Derby"
"12579","E01013579","Derby"
"12580","E01013580","Derby"
"12581","E01013581","Derby"
"12582","E01013582","Derby"
"12583","E01013583","Derby"
"12584","E01013584","Derby"
"12585","E01013585","Derby"
"12586","E01013586","Derby"
"12587","E01013587","Derby"
"12588","E01013588","Derby"
"12589","E01013589","Derby"
"12590","E01013590","Derby"
"12591","E01013591","Derby"
"12592","E01013592","Derby"
"12593","E01013593","Derby"
"12594","E01013594","Derby"
"12595","E01013595","Derby"
"12596","E01013596","Derby"
"12597","E01013597","Derby"
"12598","E01013598","Derby"
"12599","E01013599","Derby"
"12600","E01013600","Leicester"
"12601","E01013601","Leicester"
"12602","E01013602","Leicester"
"12603","E01013603","Leicester"
"12604","E01013604","Leicester"
"12605","E01013605","Leicester"
"12606","E01013606","Leicester"
"12607","E01013607","Leicester"
"12608","E01013608","Leicester"
"12609","E01013609","Leicester"
"12610","E01013610","Leicester"
"12611","E01013611","Leicester"
"12612","E01013612","Leicester"
"12613","E01013613","Leicester"
"12614","E01013614","Leicester"
"12615","E01013615","Leicester"
"12616","E01013616","Leicester"
"12617","E01013617","Leicester"
"12618","E01013618","Leicester"
"12619","E01013619","Leicester"
"12620","E01013620","Leicester"
"12621","E01013621","Leicester"
"12622","E01013622","Leicester"
"12623","E01013623","Leicester"
"12624","E01013624","Leicester"
"12625","E01013625","Leicester"
"12626","E01013626","Leicester"
"12627","E01013627","Leicester"
"12628","E01013628","Leicester"
"12629","E01013629","Leicester"
"12630","E01013630","Leicester"
"12631","E01013631","Leicester"
"12632","E01013632","Leicester"
"12633","E01013633","Leicester"
"12634","E01013634","Leicester"
"12635","E01013635","Leicester"
"12636","E01013636","Leicester"
"12637","E01013637","Leicester"
"12638","E01013638","Leicester"
"12639","E01013639","Leicester"
"12640","E01013640","Leicester"
"12641","E01013641","Leicester"
"12642","E01013642","Leicester"
"12643","E01013643","Leicester"
"12644","E01013644","Leicester"
"12645","E01013645","Leicester"
"12646","E01013646","Leicester"
"12647","E01013647","Leicester"
"12648","E01013648","Leicester"
"12649","E01013649","Leicester"
"12650","E01013650","Leicester"
"12651","E01013651","Leicester"
"12652","E01013652","Leicester"
"12653","E01013653","Leicester"
"12654","E01013654","Leicester"
"12655","E01013655","Leicester"
"12656","E01013656","Leicester"
"12657","E01013657","Leicester"
"12658","E01013658","Leicester"
"12659","E01013659","Leicester"
"12660","E01013660","Leicester"
"12661","E01013661","Leicester"
"12662","E01013662","Leicester"
"12663","E01013663","Leicester"
"12664","E01013664","Leicester"
"12665","E01013665","Leicester"
"12666","E01013666","Leicester"
"12667","E01013667","Leicester"
"12668","E01013668","Leicester"
"12669","E01013669","Leicester"
"12670","E01013670","Leicester"
"12671","E01013671","Leicester"
"12672","E01013672","Leicester"
"12673","E01013673","Leicester"
"12674","E01013674","Leicester"
"12675","E01013675","Leicester"
"12676","E01013676","Leicester"
"12677","E01013677","Leicester"
"12678","E01013678","Leicester"
"12679","E01013679","Leicester"
"12680","E01013680","Leicester"
"12681","E01013681","Leicester"
"12682","E01013682","Leicester"
"12683","E01013683","Leicester"
"12684","E01013684","Leicester"
"12685","E01013685","Leicester"
"12686","E01013686","Leicester"
"12687","E01013687","Leicester"
"12688","E01013688","Leicester"
"12689","E01013689","Leicester"
"12690","E01013690","Leicester"
"12691","E01013691","Leicester"
"12692","E01013692","Leicester"
"12693","E01013693","Leicester"
"12694","E01013694","Leicester"
"12695","E01013695","Leicester"
"12696","E01013696","Leicester"
"12697","E01013697","Leicester"
"12698","E01013698","Leicester"
"12699","E01013699","Leicester"
"12700","E01013700","Leicester"
"12701","E01013701","Leicester"
"12702","E01013702","Leicester"
"12703","E01013703","Leicester"
"12704","E01013704","Leicester"
"12705","E01013705","Leicester"
"12706","E01013706","Leicester"
"12707","E01013707","Leicester"
"12708","E01013708","Leicester"
"12709","E01013709","Leicester"
"12710","E01013710","Leicester"
"12711","E01013711","Leicester"
"12712","E01013712","Leicester"
"12713","E01013713","Leicester"
"12714","E01013714","Leicester"
"12715","E01013715","Leicester"
"12716","E01013716","Leicester"
"12717","E01013717","Leicester"
"12718","E01013718","Leicester"
"12719","E01013719","Leicester"
"12720","E01013720","Leicester"
"12721","E01013721","Leicester"
"12722","E01013722","Leicester"
"12723","E01013723","Leicester"
"12724","E01013724","Leicester"
"12725","E01013725","Leicester"
"12726","E01013726","Leicester"
"12727","E01013727","Leicester"
"12728","E01013728","Leicester"
"12729","E01013729","Leicester"
"12730","E01013730","Leicester"
"12731","E01013731","Leicester"
"12732","E01013732","Leicester"
"12733","E01013733","Leicester"
"12734","E01013734","Leicester"
"12735","E01013735","Leicester"
"12736","E01013736","Leicester"
"12737","E01013737","Leicester"
"12738","E01013738","Leicester"
"12739","E01013739","Leicester"
"12740","E01013740","Leicester"
"12741","E01013741","Leicester"
"12742","E01013742","Leicester"
"12743","E01013743","Leicester"
"12744","E01013744","Leicester"
"12745","E01013745","Leicester"
"12746","E01013746","Leicester"
"12747","E01013747","Leicester"
"12748","E01013748","Leicester"
"12749","E01013749","Leicester"
"12750","E01013750","Leicester"
"12751","E01013751","Leicester"
"12752","E01013752","Leicester"
"12753","E01013753","Leicester"
"12754","E01013754","Leicester"
"12755","E01013755","Leicester"
"12756","E01013756","Leicester"
"12757","E01013757","Leicester"
"12758","E01013758","Leicester"
"12759","E01013759","Leicester"
"12760","E01013760","Leicester"
"12761","E01013761","Leicester"
"12762","E01013762","Leicester"
"12763","E01013763","Leicester"
"12764","E01013764","Leicester"
"12765","E01013765","Leicester"
"12766","E01013766","Leicester"
"12767","E01013767","Leicester"
"12768","E01013768","Leicester"
"12769","E01013769","Leicester"
"12770","E01013770","Leicester"
"12771","E01013771","Leicester"
"12772","E01013772","Leicester"
"12773","E01013773","Leicester"
"12774","E01013774","Leicester"
"12775","E01013775","Leicester"
"12776","E01013776","Leicester"
"12777","E01013777","Leicester"
"12778","E01013778","Leicester"
"12779","E01013779","Leicester"
"12780","E01013780","Leicester"
"12781","E01013781","Leicester"
"12782","E01013782","Leicester"
"12783","E01013783","Leicester"
"12784","E01013784","Leicester"
"12785","E01013785","Leicester"
"12786","E01013786","Leicester"
"12787","E01013787",NA
"12788","E01013788",NA
"12789","E01013789",NA
"12790","E01013790",NA
"12791","E01013791",NA
"12792","E01013792",NA
"12793","E01013793",NA
"12794","E01013794",NA
"12795","E01013795",NA
"12796","E01013796",NA
"12797","E01013797",NA
"12798","E01013798",NA
"12799","E01013799",NA
"12800","E01013800",NA
"12801","E01013801",NA
"12802","E01013802",NA
"12803","E01013803",NA
"12804","E01013804",NA
"12805","E01013805",NA
"12806","E01013806",NA
"12807","E01013807",NA
"12808","E01013808",NA
"12809","E01013809",NA
"12810","E01013810","Greater Nottingham"
"12811","E01013811","Greater Nottingham"
"12812","E01013812","Greater Nottingham"
"12813","E01013813","Greater Nottingham"
"12814","E01013814","Greater Nottingham"
"12815","E01013815","Greater Nottingham"
"12816","E01013816","Greater Nottingham"
"12817","E01013817","Greater Nottingham"
"12818","E01013818","Greater Nottingham"
"12819","E01013819","Greater Nottingham"
"12820","E01013820","Greater Nottingham"
"12821","E01013821","Greater Nottingham"
"12822","E01013822","Greater Nottingham"
"12823","E01013823","Greater Nottingham"
"12824","E01013824","Greater Nottingham"
"12825","E01013825","Greater Nottingham"
"12826","E01013826","Greater Nottingham"
"12827","E01013827","Greater Nottingham"
"12828","E01013828","Greater Nottingham"
"12829","E01013829","Greater Nottingham"
"12830","E01013830","Greater Nottingham"
"12831","E01013831","Greater Nottingham"
"12832","E01013832","Greater Nottingham"
"12833","E01013833","Greater Nottingham"
"12834","E01013834","Greater Nottingham"
"12835","E01013835","Greater Nottingham"
"12836","E01013836","Greater Nottingham"
"12837","E01013837","Greater Nottingham"
"12838","E01013838","Greater Nottingham"
"12839","E01013839","Greater Nottingham"
"12840","E01013840","Greater Nottingham"
"12841","E01013841","Greater Nottingham"
"12842","E01013842","Greater Nottingham"
"12843","E01013843","Greater Nottingham"
"12844","E01013844","Greater Nottingham"
"12845","E01013845","Greater Nottingham"
"12846","E01013846","Greater Nottingham"
"12847","E01013847","Greater Nottingham"
"12848","E01013848","Greater Nottingham"
"12849","E01013849","Greater Nottingham"
"12850","E01013850","Greater Nottingham"
"12851","E01013851","Greater Nottingham"
"12852","E01013852","Greater Nottingham"
"12853","E01013853","Greater Nottingham"
"12854","E01013854","Greater Nottingham"
"12855","E01013855","Greater Nottingham"
"12856","E01013856","Greater Nottingham"
"12857","E01013857","Greater Nottingham"
"12858","E01013858","Greater Nottingham"
"12859","E01013859","Greater Nottingham"
"12860","E01013860","Greater Nottingham"
"12861","E01013861","Greater Nottingham"
"12862","E01013862","Greater Nottingham"
"12863","E01013863","Greater Nottingham"
"12864","E01013864","Greater Nottingham"
"12865","E01013865","Greater Nottingham"
"12866","E01013866","Greater Nottingham"
"12867","E01013867","Greater Nottingham"
"12868","E01013868","Greater Nottingham"
"12869","E01013869","Greater Nottingham"
"12870","E01013870","Greater Nottingham"
"12871","E01013871","Greater Nottingham"
"12872","E01013872","Greater Nottingham"
"12873","E01013873","Greater Nottingham"
"12874","E01013874","Greater Nottingham"
"12875","E01013875","Greater Nottingham"
"12876","E01013876","Greater Nottingham"
"12877","E01013877","Greater Nottingham"
"12878","E01013878","Greater Nottingham"
"12879","E01013879","Greater Nottingham"
"12880","E01013880","Greater Nottingham"
"12881","E01013881","Greater Nottingham"
"12882","E01013882","Greater Nottingham"
"12883","E01013883","Greater Nottingham"
"12884","E01013884","Greater Nottingham"
"12885","E01013885","Greater Nottingham"
"12886","E01013886","Greater Nottingham"
"12887","E01013887","Greater Nottingham"
"12888","E01013888","Greater Nottingham"
"12889","E01013889","Greater Nottingham"
"12890","E01013890","Greater Nottingham"
"12891","E01013891","Greater Nottingham"
"12892","E01013892","Greater Nottingham"
"12893","E01013893","Greater Nottingham"
"12894","E01013894","Greater Nottingham"
"12895","E01013895","Greater Nottingham"
"12896","E01013896","Greater Nottingham"
"12897","E01013897","Greater Nottingham"
"12898","E01013898","Greater Nottingham"
"12899","E01013899","Greater Nottingham"
"12900","E01013900","Greater Nottingham"
"12901","E01013901","Greater Nottingham"
"12902","E01013902","Greater Nottingham"
"12903","E01013903","Greater Nottingham"
"12904","E01013904","Greater Nottingham"
"12905","E01013905","Greater Nottingham"
"12906","E01013906","Greater Nottingham"
"12907","E01013907","Greater Nottingham"
"12908","E01013908","Greater Nottingham"
"12909","E01013909","Greater Nottingham"
"12910","E01013910","Greater Nottingham"
"12911","E01013911","Greater Nottingham"
"12912","E01013912","Greater Nottingham"
"12913","E01013913","Greater Nottingham"
"12914","E01013914","Greater Nottingham"
"12915","E01013915","Greater Nottingham"
"12916","E01013916","Greater Nottingham"
"12917","E01013917","Greater Nottingham"
"12918","E01013918","Greater Nottingham"
"12919","E01013919","Greater Nottingham"
"12920","E01013920","Greater Nottingham"
"12921","E01013921","Greater Nottingham"
"12922","E01013922","Greater Nottingham"
"12923","E01013923","Greater Nottingham"
"12924","E01013924","Greater Nottingham"
"12925","E01013925","Greater Nottingham"
"12926","E01013926","Greater Nottingham"
"12927","E01013927","Greater Nottingham"
"12928","E01013928","Greater Nottingham"
"12929","E01013929","Greater Nottingham"
"12930","E01013930","Greater Nottingham"
"12931","E01013931","Greater Nottingham"
"12932","E01013932","Greater Nottingham"
"12933","E01013933","Greater Nottingham"
"12934","E01013934","Greater Nottingham"
"12935","E01013935","Greater Nottingham"
"12936","E01013936","Greater Nottingham"
"12937","E01013937","Greater Nottingham"
"12938","E01013938","Greater Nottingham"
"12939","E01013939","Greater Nottingham"
"12940","E01013940","Greater Nottingham"
"12941","E01013941","Greater Nottingham"
"12942","E01013942","Greater Nottingham"
"12943","E01013943","Greater Nottingham"
"12944","E01013944","Greater Nottingham"
"12945","E01013945","Greater Nottingham"
"12946","E01013946","Greater Nottingham"
"12947","E01013947","Greater Nottingham"
"12948","E01013948","Greater Nottingham"
"12949","E01013949","Greater Nottingham"
"12950","E01013950","Greater Nottingham"
"12951","E01013951","Greater Nottingham"
"12952","E01013952","Greater Nottingham"
"12953","E01013953","Greater Nottingham"
"12954","E01013954","Greater Nottingham"
"12955","E01013955","Greater Nottingham"
"12956","E01013956","Greater Nottingham"
"12957","E01013957","Greater Nottingham"
"12958","E01013958","Greater Nottingham"
"12959","E01013959","Greater Nottingham"
"12960","E01013960","Greater Nottingham"
"12961","E01013961","Greater Nottingham"
"12962","E01013962","Greater Nottingham"
"12963","E01013963","Greater Nottingham"
"12964","E01013964","Greater Nottingham"
"12965","E01013965","Greater Nottingham"
"12966","E01013966","Greater Nottingham"
"12967","E01013967","Greater Nottingham"
"12968","E01013968","Greater Nottingham"
"12969","E01013969","Greater Nottingham"
"12970","E01013970","Greater Nottingham"
"12971","E01013971","Greater Nottingham"
"12972","E01013972","Greater Nottingham"
"12973","E01013973","Greater Nottingham"
"12974","E01013974","Greater Nottingham"
"12975","E01013975","Greater Nottingham"
"12976","E01013976","Greater Nottingham"
"12977","E01013977","Greater Nottingham"
"12978","E01013978","Greater Nottingham"
"12979","E01013979","Greater Nottingham"
"12980","E01013980","Greater Nottingham"
"12981","E01013981","Greater Nottingham"
"12982","E01013982","Greater Nottingham"
"12983","E01013983","Greater Nottingham"
"12984","E01013984","Greater Nottingham"
"12985","E01013985","Greater Nottingham"
"12986","E01013986",NA
"12987","E01013987",NA
"12988","E01013988",NA
"12989","E01013989",NA
"12990","E01013990",NA
"12991","E01013991",NA
"12992","E01013992",NA
"12993","E01013993",NA
"12994","E01013994",NA
"12995","E01013995",NA
"12996","E01013996",NA
"12997","E01013997",NA
"12998","E01013998",NA
"12999","E01013999",NA
"13000","E01014000",NA
"13001","E01011001","Leeds"
"13002","E01011002","Leeds"
"13003","E01011003","Leeds"
"13004","E01011004","Leeds"
"13005","E01011005","Leeds"
"13006","E01011006","Leeds"
"13007","E01011007","Leeds"
"13008","E01011008","Leeds"
"13009","E01011009","Leeds"
"13010","E01011010","Leeds"
"13011","E01011011","Leeds"
"13012","E01011012","Leeds"
"13013","E01011013","Leeds"
"13014","E01011014","Leeds"
"13015","E01011015","Leeds"
"13016","E01011016","Leeds"
"13017","E01011017","Leeds"
"13018","E01011018","Leeds"
"13019","E01011019","Leeds"
"13020","E01011020","Leeds"
"13021","E01011021","Leeds"
"13022","E01011022","Leeds"
"13023","E01011023","Leeds"
"13024","E01011024","Leeds"
"13025","E01011025","Leeds"
"13026","E01011026","Leeds"
"13027","E01011027","Leeds"
"13028","E01011028","Leeds"
"13029","E01011029","Leeds"
"13030","E01011030","Leeds"
"13031","E01011031","Leeds"
"13032","E01011032","Leeds"
"13033","E01011033","Leeds"
"13034","E01011034","Leeds"
"13035","E01011035","Leeds"
"13036","E01011036","Leeds"
"13037","E01011037","Leeds"
"13038","E01011038","Leeds"
"13039","E01011039","Leeds"
"13040","E01011040","Leeds"
"13041","E01011041","Leeds"
"13042","E01011042","Leeds"
"13043","E01011043","Leeds"
"13044","E01011044","Leeds"
"13045","E01011045","Leeds"
"13046","E01011046","Leeds"
"13047","E01011047","Leeds"
"13048","E01011048","Leeds"
"13049","E01011049","Leeds"
"13050","E01011050","Leeds"
"13051","E01011051","Leeds"
"13052","E01011052","Leeds"
"13053","E01011053","Leeds"
"13054","E01011054","Leeds"
"13055","E01011055","Leeds"
"13056","E01011056","Leeds"
"13057","E01011057","Leeds"
"13058","E01011058","Leeds"
"13059","E01011059","Leeds"
"13060","E01011060","Leeds"
"13061","E01011061","Leeds"
"13062","E01011062","Leeds"
"13063","E01011063","Leeds"
"13064","E01011064","Leeds"
"13065","E01011065","Leeds"
"13066","E01011066","Leeds"
"13067","E01011067","Leeds"
"13068","E01011068","Leeds"
"13069","E01011069","Leeds"
"13070","E01011070","Leeds"
"13071","E01011071","Leeds"
"13072","E01011072","Leeds"
"13073","E01011073","Leeds"
"13074","E01011074","Leeds"
"13075","E01011075","Leeds"
"13076","E01011076","Leeds"
"13077","E01011077","Leeds"
"13078","E01011078","Leeds"
"13079","E01011079","Leeds"
"13080","E01011080","Leeds"
"13081","E01011081","Leeds"
"13082","E01011082","Leeds"
"13083","E01011083","Leeds"
"13084","E01011084","Leeds"
"13085","E01011085","Leeds"
"13086","E01011086","Leeds"
"13087","E01011087","Leeds"
"13088","E01011088","Leeds"
"13089","E01011089","Leeds"
"13090","E01011090","Leeds"
"13091","E01011091","Leeds"
"13092","E01011092","Leeds"
"13093","E01011093","Leeds"
"13094","E01011094","Leeds"
"13095","E01011095","Leeds"
"13096","E01011096","Leeds"
"13097","E01011097","Leeds"
"13098","E01011098","Leeds"
"13099","E01011099","Leeds"
"13100","E01011100","Leeds"
"13101","E01011101","Leeds"
"13102","E01011102","Leeds"
"13103","E01011103","Leeds"
"13104","E01011104","Leeds"
"13105","E01011105","Leeds"
"13106","E01011106","Leeds"
"13107","E01011107","Leeds"
"13108","E01011108","Leeds"
"13109","E01011109","Leeds"
"13110","E01011110","Leeds"
"13111","E01011111","Leeds"
"13112","E01011112","Leeds"
"13113","E01011113","Leeds"
"13114","E01011114","Leeds"
"13115","E01011115","Leeds"
"13116","E01011116","Leeds"
"13117","E01011117","Leeds"
"13118","E01011118","Leeds"
"13119","E01011119","Leeds"
"13120","E01011120","Leeds"
"13121","E01011121","Leeds"
"13122","E01011122","Leeds"
"13123","E01011123","Leeds"
"13124","E01011124","Leeds"
"13125","E01011125","Leeds"
"13126","E01011126","Leeds"
"13127","E01011127","Leeds"
"13128","E01011128","Leeds"
"13129","E01011129","Leeds"
"13130","E01011130","Leeds"
"13131","E01011131","Leeds"
"13132","E01011132","Leeds"
"13133","E01011133","Leeds"
"13134","E01011134","Leeds"
"13135","E01011135","Leeds"
"13136","E01011136","Leeds"
"13137","E01011137","Leeds"
"13138","E01011138","Leeds"
"13139","E01011139","Leeds"
"13140","E01011140","Leeds"
"13141","E01011141","Leeds"
"13142","E01011142","Leeds"
"13143","E01011143","Leeds"
"13144","E01011144","Leeds"
"13145","E01011145","Leeds"
"13146","E01011146","Leeds"
"13147","E01011147","Leeds"
"13148","E01011148","Leeds"
"13149","E01011149","Leeds"
"13150","E01011150","Leeds"
"13151","E01011151","Leeds"
"13152","E01011152","Leeds"
"13153","E01011153","Leeds"
"13154","E01011154","Leeds"
"13155","E01011155","Leeds"
"13156","E01011156","Leeds"
"13157","E01011157","Leeds"
"13158","E01011158","Leeds"
"13159","E01011159","Leeds"
"13160","E01011160","Leeds"
"13161","E01011161","Leeds"
"13162","E01011162","Leeds"
"13163","E01011163","Leeds"
"13164","E01011164","Leeds"
"13165","E01011165","Leeds"
"13166","E01011166","Leeds"
"13167","E01011167","Leeds"
"13168","E01011168","Leeds"
"13169","E01011169","Leeds"
"13170","E01011170","Leeds"
"13171","E01011171","Leeds"
"13172","E01011172","Leeds"
"13173","E01011173","Leeds"
